15	5
0.1628	0.1738	0.2496	0.5978	0.1163	
0.9705	0.6514	0.3871	0.8122	0.6462	
0.5970	0.4987	0.4210	0.8146	0.1084	
0.2402	0.2845	0.6401	0.0894	0.9835	
0.0703	0.8306	0.7876	0.7313	0.2483	
0.3000	0.8184	0.2700	0.9039	0.6064	
0.8135	0.9382	0.8440	0.4522	0.8167	
0.0767	0.0003	0.7405	0.0707	0.8301	
0.3545	0.6404	0.8261	0.2413	0.4890	
0.1320	0.0074	0.1822	0.7319	0.7607	
0.1582	0.1064	0.0654	0.0405	0.9151	
0.0621	0.1068	0.6104	0.4245	0.9010	
0.7018	0.3671	0.7016	0.5402	0.2142	
0.0865	0.2396	0.1116	0.9538	0.5471	
0.6168	0.3461	0.0958	0.2089	0.7847	
