10	15
0.6463	1.0052	0.8518	0.9031	0.7939	0.9204	1.0646	1.0011	0.3605	0.8911	0.8993	1.2324	1.1435	0.8618	0.7963	
1.4413	1.8322	1.5734	1.9430	1.1860	1.4669	1.4461	1.5170	1.1469	1.8007	1.6183	1.9859	1.4061	1.2670	1.6004	
0.5085	0.7112	0.7550	0.7088	0.3054	0.5542	0.1612	0.2821	0.4465	0.7598	0.5417	0.7446	0.2194	0.2659	0.5739	
0.4263	0.4807	0.4870	0.4573	0.3148	0.5187	0.7769	0.6355	0.3424	0.6447	0.7934	0.7379	0.6972	0.4333	0.6120	
0.7229	0.9811	0.8945	0.9640	0.6404	0.8493	0.8459	0.8391	0.5380	0.9891	0.9321	1.1521	0.8605	0.6947	0.8624	
1.2482	1.3358	0.8692	1.6605	1.0158	0.9423	1.3744	1.4123	1.0507	1.2189	1.1763	1.2835	1.1535	1.1424	1.2454	
1.0780	1.4622	1.2439	1.4837	1.0064	1.2040	1.2130	1.2472	0.7897	1.3721	1.2453	1.6191	1.2370	1.0669	1.2139	
0.9600	0.8923	0.7299	1.0982	0.5783	0.7669	1.2738	1.1362	0.8898	1.1269	1.2988	1.1008	0.9953	0.7768	1.1400	
0.9935	1.0547	1.0161	1.1585	0.5873	0.9464	1.1806	1.0757	0.9010	1.3375	1.4231	1.3391	0.9954	0.7490	1.2375	
1.0723	0.9378	1.0500	1.0758	0.3884	0.9555	1.4001	1.1511	1.0894	1.5503	1.8279	1.4122	1.0524	0.6571	1.4657	
