45	30
1.8280	2.2171	1.2080	1.0191	1.7451	2.0770	2.1663	1.2036	1.0728	1.3300	1.7931	1.2961	2.0928	1.3871	1.4224	1.3090	1.4796	1.1169	1.4590	2.2063	2.2457	1.3872	1.3318	1.7202	1.7068	1.8032	1.6696	0.4825	1.0375	1.7870	
1.9329	2.0304	1.0019	1.0754	1.6922	1.7749	1.9780	1.0872	0.9963	1.5014	1.7557	1.2645	2.1711	1.0427	1.2314	1.2937	1.2017	0.8819	1.5611	1.9884	1.9699	1.2944	1.0666	1.3895	1.4567	1.7473	1.6321	0.5466	0.8437	1.4864	
2.1182	1.9482	0.9853	1.1913	1.6500	1.8087	1.9750	1.1269	0.9584	1.6904	1.6659	1.3906	2.3646	0.8983	1.2432	1.4616	1.0793	0.8386	1.7021	1.9179	1.8102	1.4362	0.8611	1.2593	1.4239	1.8294	1.6553	0.5822	0.8563	1.4203	
1.6940	1.5235	0.8670	1.0848	1.3868	1.6323	1.6487	1.2448	0.8266	1.5466	1.0787	1.0164	2.0545	0.9521	1.0152	1.6991	1.1327	0.9015	1.5313	1.5715	1.4300	1.5257	0.5590	1.4285	1.5110	1.9911	1.2349	0.3856	1.0358	1.0754	
1.4122	1.5829	0.9170	0.9225	1.3633	1.7524	1.6539	1.1942	0.7599	1.2202	0.9175	1.0795	1.7188	1.2512	1.1302	1.5079	1.1605	1.0777	1.2091	1.5837	1.4227	1.4089	0.7249	1.5239	1.5767	1.7925	1.0795	0.2558	1.1708	1.4057	
1.7748	2.2933	0.8772	0.9877	1.9999	1.7028	2.0151	0.9799	0.9706	1.3578	1.7982	1.4166	1.9174	1.3573	1.2866	1.0452	1.1045	1.0141	1.3297	2.0603	1.9644	1.0086	1.2865	1.4057	1.4709	1.6167	1.5335	0.4826	0.9307	1.8920	
1.5051	1.6943	1.1149	0.8249	1.2484	1.6511	1.7594	1.0697	1.0248	1.1109	1.6983	0.6548	1.8403	0.9285	1.0280	1.1558	1.5279	0.7723	1.3826	1.8764	2.1533	1.2477	1.1533	1.5971	1.4287	1.6138	1.5267	0.4751	0.6798	0.9993	
0.9936	1.5578	0.8472	0.5251	1.1578	1.4124	1.4512	0.7233	0.7113	0.6074	1.2249	0.8192	1.1275	1.1080	0.9956	0.6317	1.0615	0.8188	0.7386	1.5274	1.6180	0.7597	1.1081	1.2292	1.1493	1.0082	1.0591	0.2586	0.6969	1.3729	
0.6294	0.5774	0.4940	0.3713	0.4038	0.7229	0.6937	0.5171	0.4102	0.5029	0.5782	0.2150	0.8160	0.3312	0.4053	0.6283	0.6698	0.3222	0.6262	0.7162	0.8251	0.6515	0.3569	0.6985	0.6316	0.7619	0.5981	0.1805	0.3243	0.2882	
1.8632	2.3009	1.1406	1.0837	1.9325	1.9837	2.1873	1.2872	1.1454	1.4783	1.8777	1.2043	2.1791	1.4443	1.3476	1.4374	1.5631	1.1359	1.5798	2.2610	2.3074	1.3995	1.3516	1.8586	1.7989	2.0299	1.6879	0.5030	1.0828	1.7109	
1.7914	2.1621	1.1690	1.1446	1.8647	2.1591	2.1618	1.4872	1.0630	1.5312	1.4338	1.2722	2.1800	1.6250	1.4075	1.7945	1.5887	1.3390	1.5624	2.1476	2.0460	1.6724	1.1232	2.0231	2.0102	2.2765	1.4812	0.3751	1.4001	1.7794	
2.0726	2.5008	1.4734	1.0776	1.8067	2.4992	2.4890	1.2371	1.1529	1.3219	2.0353	1.6374	2.2877	1.5257	1.7467	1.2627	1.5802	1.2465	1.5091	2.5044	2.5532	1.5214	1.5679	1.7724	1.8164	1.7273	1.9341	0.5468	1.0974	2.2031	
1.5364	1.4934	0.6304	0.8143	1.2557	1.2777	1.4207	0.6354	0.5979	1.1299	1.1994	1.2626	1.5871	0.6651	0.9738	0.7985	0.5176	0.5907	1.0682	1.3483	1.1707	0.8371	0.6530	0.6481	0.8684	1.0357	1.1631	0.4150	0.5656	1.3021	
1.7943	1.8441	1.0682	0.9944	1.4703	1.6568	1.8732	1.1210	1.0790	1.4094	1.8523	0.8297	2.1290	0.8773	1.0588	1.3006	1.4542	0.7531	1.6129	1.9653	2.1654	1.3198	1.1038	1.5423	1.4494	1.7935	1.6659	0.5675	0.6906	1.0451	
1.6337	1.5360	1.0060	1.0315	1.2884	1.7923	1.7126	1.2753	0.8510	1.4140	1.0886	0.9944	2.0062	1.0333	1.1022	1.6713	1.2698	0.9673	1.4692	1.6465	1.5687	1.5851	0.6658	1.5419	1.5831	1.9435	1.2666	0.3618	1.0703	1.1466	
2.1575	2.5440	1.4569	1.1626	1.9432	2.3293	2.5108	1.3749	1.3420	1.5447	2.3334	1.2789	2.5019	1.4305	1.5605	1.4537	1.8614	1.1515	1.8009	2.6242	2.8391	1.5870	1.6360	2.0271	1.9219	2.0819	2.0860	0.6440	1.0115	1.8048	
2.3206	2.2126	1.1354	1.2508	1.7775	2.1218	2.2266	1.1289	0.9861	1.7063	1.8092	1.7635	2.4966	1.0541	1.5167	1.4086	1.0608	0.9679	1.7086	2.1305	1.9591	1.4984	1.0225	1.2421	1.4952	1.7519	1.8216	0.6185	0.9418	1.8569	
2.5467	2.9698	1.4194	1.4115	2.4521	2.5625	2.8134	1.4832	1.3695	1.9104	2.4150	1.8596	2.8309	1.7096	1.8203	1.6623	1.6950	1.3727	1.9795	2.8413	2.7900	1.6991	1.6568	2.0205	2.0982	2.3282	2.2075	0.6901	1.2829	2.3793	
