30	4
0.5173	0.3334	0.2031	0.9305	
0.2557	0.4630	0.6776	0.5079	
0.8528	0.1669	0.0173	0.0641	
0.8232	0.4664	0.2266	0.6591	
0.0166	0.4564	0.9145	0.4492	
0.4747	0.1278	0.7684	0.1472	
0.9441	0.6399	0.5333	0.7752	
0.4586	0.8965	0.0684	0.5313	
0.8500	0.4274	0.1996	0.0879	
0.5356	0.1758	0.0120	0.9005	
0.4341	0.2949	0.9666	0.8682	
0.0244	0.0587	0.8322	0.0563	
0.5044	0.0602	0.4453	0.6401	
0.8765	0.0267	0.9905	0.8893	
0.9082	0.5505	0.7943	0.3477	
0.2852	0.5631	0.4886	0.6667	
0.1327	0.3046	0.1306	0.4545	
0.0001	0.7545	0.2122	0.4469	
0.3180	0.6711	0.8311	0.0170	
0.5301	0.9398	0.3238	0.8614	
0.8292	0.4852	0.7388	0.9378	
0.6736	0.5181	0.1599	0.4788	
0.9130	0.7892	0.7315	0.5698	
0.7561	0.5712	0.0537	0.9928	
0.1685	0.7665	0.7144	0.4041	
0.9640	0.9202	0.1217	0.2198	
0.3483	0.2103	0.9840	0.8665	
0.5985	0.6081	0.5931	0.6890	
0.7314	0.4657	0.2695	0.1715	
0.8708	0.6167	0.4320	0.0090	
