40	5
0.7943	0.0462	0.5553	0.3186	0.7429	
0.5516	0.6782	0.9754	0.1011	0.1093	
0.7114	0.2983	0.4479	0.0810	0.8666	
0.0626	0.1053	0.8641	0.9021	0.8215	
0.0616	0.4675	0.1429	0.2527	0.0038	
0.6064	0.6823	0.0957	0.4949	0.6603	
0.2468	0.7800	0.3477	0.3881	0.6324	
0.0018	0.8276	0.0728	0.2636	0.2105	
0.7662	0.4281	0.5444	0.2631	0.4349	
0.4254	0.5043	0.9654	0.6995	0.9331	
0.9896	0.6342	0.2812	0.0567	0.4573	
0.0703	0.7267	0.0801	0.7887	0.1100	
0.1245	0.4130	0.1458	0.2923	0.6799	
0.9684	0.3563	0.1630	0.8394	0.9717	
0.8772	0.3215	0.5386	0.4846	0.4354	
0.2404	0.4624	0.4690	0.2335	0.2380	
0.5159	0.6640	0.2653	0.2205	0.8874	
0.0788	0.6460	0.6745	0.3143	0.9528	
0.6356	0.3439	0.1245	0.9954	0.3917	
0.6162	0.5894	0.2518	0.1891	0.7633	
0.6795	0.8467	0.5892	0.8505	0.1001	
0.8396	0.1779	0.3511	0.8439	0.2239	
0.7687	0.2966	0.5228	0.5283	0.1025	
0.0546	0.0458	0.3352	0.6649	0.0214	
0.0820	0.8000	0.0235	0.3696	0.5169	
0.5430	0.7961	0.4017	0.3174	0.2587	
0.3221	0.3957	0.5047	0.8103	0.0339	
0.2444	0.3199	0.1296	0.1026	0.7497	
0.0223	0.9919	0.6130	0.2128	0.5417	
0.1706	0.5509	0.9635	0.4464	0.8819	
0.9510	0.0146	0.0897	0.3866	0.5614	
0.3384	0.8592	0.3087	0.7746	0.9687	
0.4979	0.5938	0.5292	0.4742	0.7525	
0.3702	0.8614	0.4474	0.7968	0.9493	
0.6612	0.7770	0.9400	0.0249	0.7388	
0.4657	0.1049	0.7211	0.9991	0.2635	
0.8927	0.3942	0.7379	0.2831	0.0875	
0.2596	0.9760	0.6391	0.7678	0.6859	
0.6803	0.5105	0.0353	0.0351	0.8105	
0.5309	0.3935	0.6416	0.8704	0.1508	
