25	3
0.2300	0.9911	0.7579	
0.1170	0.9511	0.2990	
0.9898	0.6382	0.4188	
0.0705	0.5041	0.0558	
0.0600	0.3581	0.0309	
0.6616	0.7685	0.1866	
0.3441	0.7844	0.2709	
0.1285	0.0289	0.0662	
0.6371	0.0524	0.3335	
0.7465	0.3234	0.0499	
0.8053	0.7997	0.1013	
0.2690	0.6302	0.0719	
0.4340	0.9828	0.9045	
0.4018	0.1582	0.3118	
0.6081	0.6167	0.5918	
0.7701	0.3087	0.3776	
0.9411	0.0851	0.9516	
0.1315	0.8768	0.7424	
0.2557	0.5907	0.8871	
0.3783	0.3031	0.5989	
0.9937	0.1681	0.6896	
0.3410	0.3399	0.3911	
0.8996	0.0674	0.2233	
0.2375	0.6535	0.1313	
0.2200	0.2443	0.1725	
