20	30
0.5538	0.3393	0.2985	0.4983	0.4905	0.4268	0.1388	0.2062	0.4224	0.2159	0.5134	0.5230	0.2143	0.8011	0.2530	0.3002	0.3443	0.2775	0.5740	0.7474	0.5437	0.5508	0.5168	0.5579	0.5819	0.2893	0.5099	0.4770	0.3054	0.1486	
0.9621	0.6100	0.4661	0.7869	0.6824	0.7353	0.2410	0.3401	0.5902	0.3915	0.9188	0.9927	0.4051	1.3000	0.3814	0.4054	0.5042	0.4342	1.0256	1.3054	0.9725	0.9745	0.8235	0.8997	0.8597	0.4321	0.7963	0.6656	0.4459	0.2551	
1.3433	0.9953	0.8674	1.3928	1.2576	1.0642	0.3970	0.5730	1.2956	0.5508	1.2881	1.2268	0.3949	1.9128	0.7647	0.8890	0.8300	0.8188	1.4177	1.8073	1.3184	1.4098	1.5008	1.3587	1.4958	0.7724	1.3281	1.2857	0.7365	0.3258	
0.9394	0.6688	0.6659	1.0637	1.0783	0.7510	0.2766	0.4207	1.0704	0.3654	0.8684	0.7597	0.2397	1.4463	0.6006	0.7559	0.6911	0.6265	0.9575	1.2557	0.8891	0.9640	1.1328	1.0320	1.2226	0.6218	1.0326	1.0889	0.6149	0.2320	
0.8967	0.5546	0.5279	0.8708	0.8993	0.6975	0.2307	0.3515	0.7939	0.3428	0.8200	0.7942	0.3157	1.3473	0.4583	0.5694	0.6113	0.4916	0.9155	1.2056	0.8642	0.8891	0.9044	0.9442	1.0381	0.5161	0.8866	0.8794	0.5431	0.2389	
0.8135	0.2637	0.3187	0.5907	0.8212	0.5980	0.1295	0.2325	0.4420	0.2661	0.6723	0.7290	0.4335	1.3138	0.2486	0.3690	0.6140	0.2802	0.7811	1.0971	0.7688	0.6994	0.5350	0.8884	0.9147	0.4140	0.7338	0.7186	0.5458	0.2642	
1.1791	0.7462	0.6518	1.0814	1.0447	0.9122	0.3034	0.4477	0.9278	0.4642	1.1001	1.1124	0.4415	1.6970	0.5557	0.6546	0.7276	0.6077	1.2269	1.5908	1.1589	1.1834	1.1292	1.1850	1.2424	0.6217	1.0932	1.0243	0.6454	0.3116	
0.9914	0.8744	0.7075	1.1062	0.8577	0.8021	0.3369	0.4632	1.0522	0.4377	1.0007	0.9340	0.2234	1.3248	0.6333	0.6911	0.5425	0.6764	1.0848	1.3346	0.9925	1.1063	1.2351	0.9575	1.0587	0.5719	0.9833	0.9276	0.4807	0.2131	
1.0236	0.8613	0.7636	1.1958	1.0423	0.8305	0.3403	0.4867	1.1921	0.4326	1.0018	0.8880	0.2145	1.4610	0.6915	0.8065	0.6521	0.7268	1.0892	1.3719	0.9976	1.1161	1.3166	1.0556	1.2296	0.6501	1.0910	1.1002	0.5792	0.2273	
0.6839	0.5697	0.3757	0.6050	0.3626	0.5360	0.2119	0.2729	0.4596	0.3127	0.7084	0.7605	0.2363	0.8129	0.3151	0.2811	0.2620	0.3590	0.7742	0.9311	0.7187	0.7595	0.6779	0.5743	0.5183	0.2851	0.5387	0.3984	0.2303	0.1550	
