30	4
0.9554	0.1879	0.3404	0.1619	
0.5252	0.2155	0.2193	0.8935	
0.7563	0.4853	0.9040	0.4405	
0.5898	0.2195	0.6831	0.6703	
0.7389	0.9369	0.3716	0.2104	
0.3194	0.2776	0.4011	0.4711	
0.8481	0.9531	0.2050	0.0499	
0.4936	0.8149	0.2377	0.4959	
0.1148	0.3496	0.8844	0.2697	
0.8123	0.0216	0.9212	0.6842	
0.6668	0.3410	0.7816	0.7480	
0.3818	0.3844	0.2419	0.3916	
0.7188	0.0933	0.5836	0.5588	
0.4186	0.9693	0.2019	0.7322	
0.0559	0.1900	0.1271	0.6116	
0.5850	0.1646	0.6877	0.5812	
0.2988	0.5070	0.9107	0.0706	
0.4096	0.5082	0.7509	0.3742	
0.5861	0.0515	0.8229	0.0336	
0.3156	0.3670	0.2251	0.4061	
0.1474	0.5848	0.3867	0.6580	
0.9915	0.9948	0.4187	0.5752	
0.1075	0.4351	0.9358	0.9760	
0.3343	0.6960	0.1056	0.4416	
0.0380	0.0165	0.5313	0.7778	
0.9224	0.1525	0.6212	0.5695	
0.3731	0.8995	0.2803	0.0211	
0.9892	0.0464	0.1978	0.5123	
0.5435	0.0293	0.4084	0.4076	
0.5633	0.5744	0.3626	0.2198	
