30	15
0.9628	1.0692	0.7469	0.3677	0.5906	1.0636	0.4402	1.3018	0.7349	0.6597	1.1490	0.6153	0.7976	0.7240	0.8187	
1.5054	1.7601	0.6972	0.6878	1.1426	1.6144	0.6010	1.4779	0.9537	0.6104	1.4148	0.8708	1.0161	0.8453	1.5258	
1.5537	1.7271	0.9418	0.5507	1.0292	1.7362	0.7090	1.9808	1.0000	0.8264	1.7453	0.9693	1.1726	0.9204	1.4149	
1.2202	1.4092	0.6041	0.4464	0.7272	1.1366	0.4490	1.2611	0.6133	0.5832	1.0743	0.7262	0.5658	0.6414	0.9250	
1.4634	1.6682	1.0719	0.6522	0.9776	1.6013	0.6329	1.7815	1.1590	0.9412	1.6416	0.9043	1.2043	1.1243	1.3390	
1.3953	1.6297	1.2553	0.6775	0.7493	1.3007	0.5140	1.6203	1.1897	1.1592	1.4581	0.8662	0.9831	1.3211	0.9749	
1.2155	1.3947	0.5062	0.3729	0.6675	1.0672	0.4320	1.2411	0.4578	0.5178	0.9964	0.7235	0.4020	0.5099	0.8226	
1.1241	1.2442	0.5511	0.2745	0.5836	1.0620	0.4557	1.3712	0.4419	0.5408	1.0797	0.7009	0.4777	0.4772	0.7463	
1.4220	1.6865	0.7463	0.5262	0.6644	1.0445	0.4097	1.2803	0.6154	0.7878	1.0135	0.8333	0.3128	0.8072	0.7499	
1.9024	2.1920	1.0677	0.7959	1.2855	1.9761	0.7674	2.0678	1.2175	0.9620	1.8787	1.1382	1.2532	1.1655	1.7107	
0.8573	0.9582	0.7076	0.4251	0.6851	1.1175	0.4395	1.1760	0.8489	0.5739	1.1489	0.5413	0.9976	0.7436	0.9925	
0.6343	0.7965	0.4270	0.4143	0.4535	0.5680	0.1845	0.4537	0.5439	0.3941	0.4968	0.3487	0.3972	0.5705	0.5743	
1.6370	1.9236	1.0167	0.7257	0.9871	1.5165	0.5815	1.6531	1.0582	0.9586	1.4790	0.9715	0.8996	1.1279	1.2609	
0.9353	1.0553	0.9963	0.5614	0.7720	1.2764	0.4948	1.3507	1.1755	0.8046	1.3792	0.6010	1.3106	1.0652	1.1425	
0.7359	0.8934	0.8389	0.5389	0.5414	0.8162	0.2904	0.8178	0.9605	0.7213	0.8864	0.4461	0.8522	0.9735	0.7527	
1.1625	1.3447	0.7354	0.4393	0.6092	1.0235	0.4122	1.2559	0.6641	0.7130	1.0526	0.7061	0.5410	0.7555	0.7602	
0.9449	1.0025	0.8942	0.3746	0.6809	1.2865	0.5410	1.5627	0.9414	0.7299	1.4374	0.6369	1.1828	0.8333	1.0220	
0.7878	0.8268	0.8730	0.3708	0.6438	1.2026	0.4990	1.4107	0.9745	0.6851	1.3584	0.5422	1.2421	0.8342	0.9986	
0.8762	0.9321	0.4052	0.2351	0.6598	1.1225	0.4690	1.2427	0.4861	0.3234	1.0882	0.5563	0.7584	0.3470	0.9435	
1.3906	1.5626	0.8849	0.5118	0.8704	1.4738	0.5998	1.7157	0.9002	0.7960	1.5011	0.8638	0.9717	0.8786	1.1757	
1.7097	1.9902	1.5314	0.9118	1.1240	1.8301	0.7049	2.0389	1.6388	1.3474	1.9544	1.0561	1.5488	1.6603	1.5383	
1.1306	1.3183	0.9723	0.5977	0.7506	1.2046	0.4620	1.3214	1.0525	0.8566	1.2669	0.6939	0.9959	1.0616	1.0231	
1.3899	1.6704	1.1045	0.7463	0.8183	1.2449	0.4606	1.3603	1.1416	1.0299	1.2799	0.8239	0.8768	1.2585	1.0403	
0.3349	0.3747	0.7778	0.2483	0.1123	0.3805	0.1663	0.6723	0.6777	0.6818	0.6383	0.2552	0.5838	0.7643	0.1894	
0.7007	0.7831	0.5030	0.3300	0.5727	0.9104	0.3567	0.9281	0.6319	0.4036	0.9029	0.4364	0.7689	0.5334	0.8235	
1.0659	1.3286	1.1204	0.7380	0.6234	0.9150	0.3144	0.9737	1.1720	1.0308	1.0064	0.6271	0.8199	1.3198	0.7897	
0.3598	0.3814	0.3666	0.1303	0.2162	0.4494	0.1947	0.6022	0.3437	0.3127	0.5321	0.2463	0.4037	0.3316	0.3213	
1.1015	1.2268	0.8351	0.3379	0.4963	1.0098	0.4389	1.4403	0.6566	0.7969	1.1596	0.7079	0.5943	0.7624	0.6357	
1.4223	1.6611	1.1323	0.6981	0.8777	1.4169	0.5478	1.5990	1.1748	1.0256	1.4814	0.8674	1.0572	1.2269	1.1648	
1.4147	1.7035	0.9122	0.6283	0.6770	1.0424	0.3945	1.2489	0.8112	0.9261	1.0485	0.8273	0.4405	1.0227	0.7745	
