35	5
0.1020	0.6676	0.0599	0.6291	0.7901	
0.3497	0.8633	0.4449	0.2956	0.0723	
0.1785	0.4201	0.2853	0.6170	0.2445	
0.2491	0.0734	0.1992	0.9885	0.0107	
0.6410	0.8714	0.5098	0.3440	0.2325	
0.9758	0.6947	0.0195	0.2396	0.2549	
0.9207	0.8414	0.8301	0.0004	0.9122	
0.0538	0.6762	0.2004	0.9093	0.3675	
0.9031	0.7014	0.4266	0.6275	0.0380	
0.1900	0.8954	0.7331	0.7862	0.6508	
0.9926	0.5874	0.5268	0.7487	0.8164	
0.3265	0.3252	0.2693	0.6169	0.0838	
0.2275	0.9949	0.7678	0.1834	0.0115	
0.9437	0.2075	0.9544	0.8436	0.3656	
0.8108	0.2863	0.1177	0.7160	0.4128	
0.9244	0.8331	0.0249	0.6518	0.4160	
0.7185	0.7702	0.4220	0.6128	0.4634	
0.8793	0.2006	0.0644	0.8738	0.4660	
0.8651	0.7648	0.1256	0.7927	0.5482	
0.3574	0.6159	0.0924	0.7244	0.5327	
0.1363	0.9643	0.2327	0.4092	0.5077	
0.8058	0.5037	0.2112	0.9977	0.7811	
0.6811	0.4787	0.6098	0.6238	0.2900	
0.4314	0.5857	0.3945	0.3532	0.5505	
0.9471	0.9796	0.7267	0.1827	0.5747	
0.9512	0.3491	0.9613	0.3209	0.2039	
0.0321	0.2610	0.7502	0.2556	0.5552	
0.2762	0.5899	0.0787	0.9411	0.2141	
0.0678	0.7454	0.8680	0.8929	0.5492	
0.8269	0.0820	0.3628	0.9881	0.0698	
0.3963	0.3750	0.7970	0.9525	0.8604	
0.5812	0.0870	0.7864	0.8742	0.2084	
0.3435	0.3182	0.3314	0.1622	0.2386	
0.9712	0.4532	0.9500	0.1467	0.3806	
0.6034	0.1611	0.8285	0.6498	0.2874	
