45	3
0.9345	0.2046	0.8883	
0.9729	0.5237	0.9921	
0.0895	0.2373	0.3838	
0.9656	0.5920	0.3432	
0.6125	0.8130	0.7082	
0.8013	0.3864	0.6149	
0.9387	0.7829	0.8500	
0.0781	0.7150	0.9431	
0.9503	0.9997	0.9841	
0.2421	0.0203	0.9026	
0.2172	0.6592	0.0314	
0.1095	0.5329	0.0868	
0.5391	0.9572	0.3603	
0.2535	0.6953	0.1096	
0.8355	0.4675	0.3994	
0.0985	0.2966	0.7379	
0.7932	0.4208	0.8732	
0.5613	0.3962	0.3260	
0.0006	0.1035	0.9042	
0.5332	0.4782	0.6483	
0.2122	0.7761	0.4174	
0.5866	0.4728	0.8296	
0.4621	0.3191	0.9895	
0.6886	0.3872	0.3790	
0.2453	0.7063	0.4854	
0.9374	0.8974	0.6168	
0.6871	0.7551	0.4079	
0.9305	0.1357	0.6245	
0.4179	0.1174	0.6069	
0.8139	0.0954	0.8053	
0.4401	0.2725	0.5908	
0.7625	0.0499	0.2729	
0.0088	0.1653	0.4646	
0.9950	0.9693	0.4324	
0.0751	0.1776	0.3592	
0.1696	0.4608	0.9115	
0.5142	0.7234	0.3469	
0.7791	0.4919	0.5380	
0.3588	0.5615	0.2058	
0.2934	0.7554	0.4980	
0.1521	0.9681	0.1634	
0.9053	0.3912	0.5222	
0.2728	0.6518	0.7146	
0.3419	0.0519	0.2973	
0.0499	0.8930	0.5925	
