25	3
0.6169	0.4942	0.5931	
0.6899	0.4257	0.7387	
0.2344	0.8918	0.3726	
0.2068	0.8743	0.4533	
0.0374	0.6332	0.5094	
0.6634	0.2923	0.9287	
0.5073	0.2917	0.4508	
0.4858	0.2455	0.6374	
0.8617	0.7043	0.4594	
0.9655	0.7746	0.5538	
0.7597	0.8227	0.0412	
0.2467	0.8062	0.8022	
0.6763	0.2538	0.6715	
0.7593	0.8005	0.2003	
0.5862	0.6297	0.0146	
0.8224	0.2315	0.7632	
0.9268	0.3811	0.5675	
0.6376	0.4532	0.6542	
0.0189	0.5006	0.6347	
0.1843	0.5406	0.7343	
0.0267	0.3451	0.8873	
0.9350	0.2914	0.6659	
0.4845	0.7035	0.1207	
0.7948	0.9341	0.7137	
0.4568	0.5942	0.4472	
