35	3
0.7380	0.6480	0.6212	
0.8672	0.7237	0.4246	
0.2090	0.2667	0.6771	
0.7288	0.1220	0.1788	
0.6133	0.1509	0.8875	
0.5130	0.6679	0.1599	
0.9593	0.3366	0.0978	
0.1844	0.6177	0.7614	
0.2007	0.7753	0.8941	
0.6591	0.7329	0.2477	
0.7391	0.7363	0.5972	
0.3744	0.0599	0.0766	
0.9761	0.2271	0.2665	
0.0352	0.4663	0.8463	
0.3282	0.8990	0.6841	
0.6510	0.5442	0.4874	
0.0394	0.0571	0.3568	
0.1356	0.7945	0.2133	
0.2387	0.7748	0.2288	
0.8594	0.5090	0.7648	
0.9145	0.0258	0.3961	
0.0076	0.9755	0.8227	
0.2462	0.2424	0.5250	
0.6097	0.9010	0.1027	
0.9845	0.4484	0.0484	
0.9793	0.0628	0.9389	
0.6192	0.0993	0.6147	
0.9483	0.3685	0.9919	
0.3738	0.5135	0.4768	
0.2276	0.3801	0.9827	
0.5682	0.0017	0.5721	
0.5601	0.7176	0.2325	
0.2811	0.3451	0.1170	
0.8722	0.6564	0.1304	
0.8456	0.1693	0.7418	
