30	3
0.0732	0.4002	0.8943	
0.7300	0.5539	0.3003	
0.3464	0.5963	0.7151	
0.6522	0.5063	0.3304	
0.4818	0.5872	0.3649	
0.3826	0.1328	0.5923	
0.3269	0.7616	0.9052	
0.1030	0.6511	0.2645	
0.3704	0.3511	0.9498	
0.3774	0.3126	0.7387	
0.4818	0.2743	0.0045	
0.7956	0.1495	0.8507	
0.6914	0.3343	0.6956	
0.8498	0.8330	0.5624	
0.5123	0.2336	0.3377	
0.8550	0.0692	0.3328	
0.4654	0.4947	0.0773	
0.2648	0.1222	0.4583	
0.6295	0.4026	0.6572	
0.5627	0.0912	0.5720	
0.5412	0.7205	0.4021	
0.3933	0.3423	0.9347	
0.4205	0.5663	0.3605	
0.1371	0.6545	0.9477	
0.2922	0.6525	0.0301	
0.0073	0.7009	0.4411	
0.9327	0.3011	0.7007	
0.6093	0.0855	0.7030	
0.8918	0.6334	0.5102	
0.4208	0.2664	0.6122	
