50	3
0.0881	0.6614	0.0742	
0.9075	0.6278	0.6176	
0.3986	0.7247	0.1362	
0.0245	0.6726	0.8092	
0.4669	0.0429	0.9779	
0.8583	0.2998	0.9004	
0.8636	0.4874	0.1828	
0.5055	0.3439	0.9220	
0.4879	0.0756	0.1366	
0.2368	0.3362	0.0434	
0.9705	0.1225	0.6728	
0.1460	0.1427	0.1277	
0.1217	0.3764	0.2193	
0.3094	0.7586	0.6589	
0.8796	0.8645	0.3226	
0.2800	0.8566	0.5025	
0.6013	0.1330	0.5344	
0.2694	0.8632	0.4591	
0.9136	0.5943	0.5187	
0.6054	0.5903	0.5722	
0.1622	0.9180	0.3842	
0.9201	0.0559	0.8561	
0.1069	0.7047	0.3556	
0.1435	0.4980	0.8586	
0.6396	0.3658	0.4201	
0.2650	0.9982	0.2304	
0.0100	0.9550	0.7233	
0.8526	0.5133	0.0936	
0.3082	0.6703	0.1532	
0.9085	0.0019	0.9051	
0.4583	0.4930	0.5737	
0.3286	0.5313	0.6824	
0.9913	0.3059	0.0782	
0.8135	0.8598	0.3521	
0.2951	0.0662	0.3533	
0.8759	0.5344	0.1151	
0.3169	0.0063	0.4924	
0.9598	0.6620	0.4333	
0.9286	0.5388	0.2323	
0.4961	0.4456	0.1994	
0.4918	0.7841	0.2571	
0.9922	0.1606	0.0940	
0.3949	0.1546	0.2696	
0.9473	0.8123	0.1964	
0.0914	0.9779	0.4175	
0.3827	0.2851	0.0180	
0.7305	0.6573	0.1920	
0.7462	0.8067	0.2654	
0.1734	0.8200	0.5966	
0.3620	0.3051	0.1165	
