35	5
0.5198	0.8991	0.0994	0.5671	0.2743	
0.6409	0.6485	0.5978	0.3521	0.0049	
0.3407	0.9829	0.7206	0.3120	0.3976	
0.6483	0.1638	0.5687	0.0094	0.0266	
0.3554	0.5098	0.2351	0.6681	0.8547	
0.8504	0.6273	0.9106	0.8857	0.2049	
0.5428	0.8000	0.9506	0.4213	0.8604	
0.6731	0.4178	0.5163	0.8586	0.0561	
0.2566	0.0548	0.7071	0.9480	0.2235	
0.1213	0.5191	0.7988	0.3761	0.0453	
0.0406	0.1345	0.1997	0.2033	0.7510	
0.8879	0.3670	0.1068	0.1792	0.6981	
0.7532	0.6966	0.6186	0.3063	0.9188	
0.8021	0.1296	0.0222	0.8503	0.9089	
0.4414	0.7858	0.0376	0.5256	0.8055	
0.0752	0.0503	0.1154	0.8284	0.9997	
0.1542	0.8156	0.8187	0.1069	0.8008	
0.2472	0.8669	0.3769	0.6171	0.3229	
0.0792	0.1969	0.2292	0.5668	0.0251	
0.8532	0.6074	0.3681	0.2609	0.7328	
0.1572	0.9967	0.1745	0.0023	0.4728	
0.6167	0.0424	0.7748	0.2873	0.3926	
0.5284	0.1388	0.3300	0.8213	0.8600	
0.1912	0.2230	0.3158	0.8951	0.0575	
0.7598	0.5830	0.7246	0.9958	0.3845	
0.6150	0.6711	0.5850	0.0084	0.1418	
0.1521	0.7232	0.7778	0.7328	0.0457	
0.4546	0.5044	0.3596	0.0846	0.6980	
0.6821	0.6446	0.1847	0.6333	0.9135	
0.2813	0.0364	0.5737	0.8051	0.3835	
0.6249	0.1939	0.4831	0.8300	0.2431	
0.9417	0.7495	0.4216	0.5672	0.9071	
0.5668	0.3082	0.3173	0.2600	0.7020	
0.6931	0.7491	0.9726	0.7845	0.8956	
0.9786	0.8520	0.2582	0.1692	0.9480	
