25	3
0.7483	0.6488	0.4682	
0.4198	0.8460	0.3144	
0.7375	0.1014	0.6415	
0.6865	0.5883	0.5620	
0.9557	0.5824	0.6637	
0.3079	0.5218	0.1249	
0.3423	0.4546	0.6740	
0.3870	0.9667	0.6803	
0.0262	0.1823	0.9301	
0.6335	0.5594	0.8288	
0.5653	0.6265	0.1781	
0.3655	0.0301	0.9492	
0.4215	0.6423	0.1996	
0.4622	0.8382	0.2177	
0.3144	0.3951	0.0085	
0.2257	0.4373	0.3006	
0.1159	0.0849	0.2745	
0.1340	0.5814	0.5864	
0.9465	0.8717	0.3966	
0.4924	0.2069	0.1864	
0.7482	0.0946	0.3928	
0.3109	0.1880	0.1546	
0.0077	0.6678	0.8323	
0.6156	0.7324	0.1498	
0.3576	0.6310	0.6795	
