30	30
1.4598	0.9968	1.6443	1.2224	1.6906	0.9160	1.2346	1.4577	1.0081	1.2382	0.9639	1.0637	1.3800	1.3499	0.9941	1.4738	1.9089	1.6024	0.9812	0.7561	0.9147	1.5371	1.8427	0.9639	2.1147	1.6821	1.8837	0.5706	1.2850	1.5397	
1.3363	0.9564	1.3175	0.7692	1.5356	0.7161	0.9330	1.0628	1.0883	0.8724	0.5499	0.8996	1.4996	1.3428	0.7065	1.2401	1.1730	1.5708	1.0632	0.9323	0.7878	1.2601	1.7097	0.9488	1.5715	1.4983	1.4155	0.3886	0.7148	1.4669	
1.1085	1.3568	1.8624	1.4101	1.7478	0.6057	1.0125	1.8568	1.3777	2.1022	1.3015	1.3578	1.5536	1.1093	1.2685	1.9163	2.0717	1.7255	1.1855	0.9472	0.7014	1.4763	2.2122	1.1606	2.1875	1.7963	1.8135	1.1191	1.7809	1.6092	
0.8715	1.0544	1.4368	1.0669	1.2747	0.3154	0.7271	1.5962	1.1166	1.6329	0.8090	1.0544	1.3071	0.9168	0.9520	1.7169	1.4690	1.6319	1.0098	0.9221	0.4623	1.2604	2.0412	1.0087	1.6001	1.4171	1.3875	0.8409	1.3070	1.5824	
1.0789	0.9236	1.3042	1.0225	1.5403	0.8390	1.0976	1.3131	1.1313	1.4469	1.0042	1.1054	1.2587	0.9001	0.8984	1.1650	1.7387	1.2019	0.7959	0.6405	0.9019	1.2088	1.5614	0.7866	1.7761	1.3815	1.4768	0.9727	1.2128	1.2413	
0.3946	0.3403	0.6574	0.6347	0.4527	0.1418	0.4365	0.9366	0.3485	0.7731	0.3643	0.4640	0.4227	0.3374	0.4686	0.8937	0.8924	0.7993	0.3197	0.3265	0.2070	0.7198	1.0390	0.4142	0.8140	0.5936	0.7660	0.4031	0.7416	0.8792	
0.8192	0.6349	0.8851	0.6549	1.0990	0.6099	0.7786	0.8637	0.8059	0.9014	0.6182	0.7515	0.9360	0.6998	0.5808	0.7857	1.1284	0.8884	0.5863	0.4933	0.6606	0.8598	1.1072	0.5638	1.2055	0.9792	1.0194	0.6137	0.7355	0.9157	
0.8950	0.8925	1.3375	1.0785	1.3153	0.6210	0.8968	1.3137	0.9126	1.4398	1.0182	0.9776	1.0340	0.8026	0.9227	1.2488	1.6865	1.1270	0.7429	0.5447	0.6448	1.1129	1.4617	0.7527	1.7047	1.2886	1.4233	0.8073	1.3228	1.0877	
1.1203	1.0577	1.5180	1.2743	1.6312	0.7703	1.2112	1.8190	1.3273	1.9062	1.1030	1.3302	1.4332	0.9222	1.0897	1.6393	2.0598	1.5995	0.9214	0.8364	0.9172	1.5038	2.1339	0.9787	2.0110	1.5688	1.7080	1.2719	1.5472	1.7257	
1.6970	1.1238	1.8450	1.6149	2.1592	1.3450	1.8453	2.1288	1.4925	2.0169	1.3757	1.6010	1.6961	1.2861	1.2926	1.7504	2.7916	1.8593	0.9793	0.8461	1.4464	2.0019	2.4291	1.0807	2.6950	1.9649	2.3427	1.4356	1.8140	2.0966	
1.6051	1.1110	1.7419	1.3152	1.8574	0.9275	1.4004	1.8589	1.3265	1.5478	0.9022	1.2998	1.7117	1.4513	1.0768	1.8404	2.0525	2.0648	1.1523	1.0592	1.0525	1.8406	2.4554	1.1707	2.2411	1.8722	2.0356	0.8758	1.3713	2.1342	
1.6620	1.0690	1.8636	1.5489	1.8852	1.0308	1.5810	2.0906	1.2448	1.7060	1.0727	1.3681	1.6034	1.4190	1.2022	1.9544	2.4438	2.0849	1.0577	0.9468	1.1267	2.0074	2.5395	1.1516	2.4958	1.9242	2.2749	0.9762	1.6495	2.2195	
