30	3
0.3274	0.7908	0.7654	
0.0990	0.0512	0.7913	
0.6712	0.2964	0.2466	
0.0494	0.2721	0.1998	
0.2010	0.9135	0.3669	
0.4991	0.6055	0.7196	
0.2754	0.5022	0.1254	
0.4196	0.7366	0.4299	
0.5970	0.1121	0.0164	
0.0491	0.8845	0.0710	
0.8867	0.5296	0.7103	
0.8583	0.0055	0.8029	
0.0851	0.1629	0.9102	
0.1774	0.2623	0.9121	
0.0134	0.0389	0.6295	
0.5900	0.6821	0.1315	
0.7079	0.0282	0.0621	
0.7589	0.4999	0.7775	
0.2140	0.4807	0.7421	
0.9662	0.2785	0.6259	
0.4844	0.5905	0.7291	
0.0625	0.2874	0.2030	
0.1785	0.9199	0.7950	
0.3383	0.0061	0.9746	
0.8805	0.5645	0.4201	
0.0427	0.3687	0.2457	
0.3554	0.3714	0.4801	
0.6407	0.0212	0.6690	
0.8279	0.6873	0.8524	
0.0446	0.5546	0.9453	
