25	4
0.4767	0.5871	0.1387	0.4927	
0.8778	0.2392	0.3282	0.7109	
0.3899	0.0641	0.3464	0.9876	
0.0492	0.0034	0.9288	0.3346	
0.3074	0.1891	0.8883	0.2202	
0.3202	0.4912	0.7900	0.3453	
0.4613	0.6165	0.0745	0.0916	
0.4881	0.1228	0.4198	0.6316	
0.7067	0.1330	0.3967	0.3782	
0.3673	0.3142	0.4129	0.8874	
0.9414	0.0879	0.9740	0.4265	
0.2682	0.4088	0.2379	0.8908	
0.7454	0.2823	0.1086	0.2242	
0.9091	0.6306	0.8000	0.7969	
0.5846	0.2198	0.0448	0.8583	
0.9065	0.6543	0.9600	0.4271	
0.0567	0.1935	0.8016	0.5889	
0.5567	0.0946	0.9606	0.0917	
0.0030	0.9184	0.7657	0.2506	
0.1532	0.5582	0.6082	0.5938	
0.4075	0.4176	0.9890	0.5206	
0.2334	0.1104	0.5626	0.9141	
0.5353	0.5527	0.4959	0.6633	
0.3116	0.1113	0.2530	0.4997	
0.7086	0.2360	0.1960	0.6348	
