45	5
0.4106	0.7587	0.6014	0.0767	0.6610	
0.7670	0.0834	0.8685	0.3000	0.7551	
0.7867	0.5127	0.8157	0.1052	0.5177	
0.5996	0.8669	0.3749	0.7029	0.9903	
0.1601	0.6593	0.4830	0.4527	0.1779	
0.1876	0.0689	0.7778	0.3496	0.4370	
0.8591	0.9251	0.2190	0.8054	0.6306	
0.5153	0.0394	0.1552	0.0573	0.6736	
0.4690	0.9907	0.2469	0.1883	0.9175	
0.0053	0.6996	0.9772	0.2795	0.9076	
0.7576	0.8620	0.5408	0.7531	0.0638	
0.5137	0.1684	0.6646	0.4067	0.6372	
0.4419	0.6905	0.6731	0.3184	0.4811	
0.9745	0.8485	0.6136	0.4386	0.2875	
0.3503	0.2295	0.0666	0.3504	0.7215	
0.1977	0.1249	0.4609	0.4608	0.5049	
0.4786	0.0512	0.3510	0.4122	0.6773	
0.8889	0.6395	0.6052	0.9471	0.8024	
0.5598	0.0782	0.6122	0.9479	0.6833	
0.2491	0.7707	0.3042	0.4604	0.1155	
0.2650	0.5571	0.8391	0.3702	0.9576	
0.5634	0.0941	0.1729	0.3367	0.3356	
0.7932	0.7285	0.0055	0.4884	0.3183	
0.0212	0.4201	0.2170	0.8515	0.6683	
0.7369	0.6708	0.5349	0.0681	0.1468	
0.4011	0.8067	0.3425	0.5262	0.2780	
0.7101	0.8898	0.1657	0.3288	0.6594	
0.6411	0.6682	0.6118	0.3421	0.5422	
0.6478	0.8290	0.2849	0.7310	0.2841	
0.9587	0.9680	0.3023	0.8332	0.9762	
0.5157	0.7496	0.5007	0.7078	0.5746	
0.0128	0.5811	0.5287	0.1582	0.7272	
0.8286	0.9525	0.0142	0.9768	0.8793	
0.6265	0.2148	0.1181	0.5598	0.6621	
0.6084	0.2060	0.1391	0.4722	0.5218	
0.7060	0.9854	0.7621	0.3953	0.2548	
0.5351	0.5164	0.2070	0.0844	0.6737	
0.0611	0.2382	0.5035	0.2764	0.8591	
0.5556	0.3862	0.2338	0.3670	0.4725	
0.0669	0.2128	0.6621	0.7972	0.9125	
0.7520	0.2984	0.6418	0.0118	0.0625	
0.0354	0.6881	0.8497	0.2297	0.4876	
0.9586	0.6226	0.8739	0.6871	0.9151	
0.3738	0.1036	0.9468	0.0367	0.4898	
0.9968	0.2860	0.8086	0.7863	0.4843	
