15	20
0.5632	1.2190	1.2385	1.2341	0.6445	0.8956	0.5163	1.0689	1.0791	1.6628	1.1705	0.5528	0.8769	0.8733	1.0814	1.5267	0.9279	1.6881	1.2581	0.8116	
0.6934	0.3871	0.4028	0.5193	0.5372	0.0984	0.3704	0.3991	0.4868	0.8959	0.3543	0.7327	0.2462	0.3369	0.5013	0.8708	0.1530	0.6081	0.6248	0.3276	
0.9973	1.2018	1.4273	1.0874	0.9620	0.7235	0.6901	1.0941	1.2163	2.0951	1.1820	0.8815	0.8947	0.9572	1.3432	1.8941	0.7610	1.8272	1.3457	0.6984	
0.7755	1.2240	1.7558	1.1470	1.0814	1.1560	0.6144	1.3352	1.5541	2.3106	1.3453	0.7361	0.9929	1.3203	1.6372	2.1331	1.0801	2.0004	1.2411	0.8102	
1.1901	1.4544	1.8301	1.2359	1.1946	0.9160	0.8305	1.3437	1.5171	2.6098	1.4602	1.0075	1.1115	1.2111	1.7068	2.3399	0.9386	2.2632	1.5868	0.7980	
1.0011	1.2402	1.2275	1.3344	0.8927	0.7025	0.6960	1.0964	1.1571	1.9479	1.1568	1.0033	0.8573	0.8797	1.1826	1.8149	0.7860	1.7541	1.4673	0.8549	
0.2992	0.7531	0.9447	0.6309	0.4444	0.6406	0.3033	0.7003	0.7499	1.1474	0.7779	0.2259	0.5927	0.6384	0.8079	1.0207	0.6178	1.1317	0.6991	0.4273	
0.7139	0.6626	0.9497	0.5393	0.7073	0.4048	0.4497	0.6653	0.8059	1.4109	0.6938	0.6114	0.5251	0.6424	0.9292	1.2714	0.4049	1.1151	0.7646	0.3516	
0.5601	0.9093	1.1738	0.8963	0.7211	0.7872	0.4471	0.9355	1.0526	1.5825	0.9562	0.5490	0.7059	0.8788	1.0895	1.4663	0.7609	1.4135	0.9470	0.6174	
0.5645	1.4589	1.7614	1.0636	0.7391	1.0783	0.5791	1.2240	1.2672	2.0967	1.4588	0.3091	1.1408	1.0656	1.4489	1.7964	1.0658	2.1467	1.3213	0.6882	
0.9095	1.1281	1.3109	1.2141	0.9484	0.8060	0.6373	1.1195	1.2498	1.9744	1.1279	0.9315	0.8251	0.9963	1.2762	1.8543	0.8284	1.7029	1.3039	0.8102	
0.5791	0.7711	0.7672	0.7786	0.5137	0.4280	0.4153	0.6568	0.6830	1.1737	0.7168	0.5500	0.5388	0.5206	0.7163	1.0755	0.4786	1.0858	0.8829	0.4936	
0.8705	1.1201	1.4851	1.0457	0.9876	0.8621	0.6235	1.1373	1.3091	2.0868	1.1710	0.8053	0.8716	1.0728	1.4072	1.9142	0.8448	1.7826	1.2152	0.7069	
0.4722	1.3282	1.2503	1.1333	0.4700	0.8195	0.5027	0.9876	0.9108	1.5600	1.2175	0.3195	0.9506	0.7236	0.9885	1.3448	0.8853	1.7599	1.2818	0.7054	
0.4191	1.0758	1.7758	0.9295	0.9425	1.3044	0.4403	1.2845	1.5236	2.0875	1.2817	0.3775	0.9451	1.3605	1.6000	1.9185	1.1510	1.8523	0.9355	0.7048	
