45	4
0.9951	0.8080	0.1466	0.6314	
0.1428	0.8954	0.9833	0.2060	
0.3689	0.9924	0.0628	0.6816	
0.0168	0.4045	0.7469	0.5504	
0.5157	0.2381	0.3031	0.7829	
0.6177	0.1370	0.6864	0.2709	
0.1470	0.4330	0.6446	0.2495	
0.1074	0.8402	0.1185	0.9355	
0.9575	0.6836	0.4356	0.1500	
0.9010	0.3037	0.2802	0.2232	
0.8016	0.3722	0.1299	0.5695	
0.0884	0.1781	0.5441	0.6688	
0.0252	0.3588	0.3311	0.2858	
0.8348	0.2558	0.0643	0.5243	
0.1474	0.3841	0.0876	0.2203	
0.9255	0.1962	0.4095	0.5656	
0.9335	0.4476	0.7316	0.3648	
0.1071	0.0826	0.8446	0.4901	
0.8776	0.2613	0.4082	0.4394	
0.4063	0.4726	0.6984	0.9343	
0.1391	0.4328	0.4325	0.9450	
0.7967	0.0204	0.2173	0.8489	
0.1329	0.1585	0.7188	0.1015	
0.4882	0.6616	0.4105	0.8250	
0.7587	0.5850	0.9180	0.2876	
0.9567	0.1812	0.6449	0.5273	
0.9423	0.3493	0.3832	0.1030	
0.3220	0.6272	0.3555	0.4515	
0.9240	0.5119	0.1674	0.3019	
0.6268	0.8417	0.5765	0.6161	
0.6447	0.1023	0.6913	0.3586	
0.6113	0.9614	0.6076	0.6113	
0.0479	0.1540	0.9464	0.8532	
0.6768	0.7350	0.7574	0.8539	
0.9660	0.9924	0.2083	0.5465	
0.9241	0.4698	0.6130	0.6389	
0.4163	0.4641	0.7048	0.3159	
0.3220	0.6104	0.8538	0.0779	
0.1241	0.9597	0.4915	0.0117	
0.7484	0.2820	0.8624	0.6373	
0.3177	0.9332	0.6832	0.4811	
0.0295	0.2551	0.1220	0.0464	
0.7297	0.7822	0.9384	0.5505	
0.6828	0.3081	0.0069	0.3428	
0.5145	0.2712	0.1625	0.0202	
