35	5
0.4137	0.5827	0.8516	0.2575	0.7654	
0.7574	0.0527	0.7073	0.8858	0.2529	
0.5540	0.6023	0.4285	0.0497	0.6710	
0.4762	0.0400	0.6202	0.3317	0.1319	
0.2666	0.8624	0.6412	0.7296	0.9424	
0.1353	0.3431	0.8878	0.4987	0.4446	
0.0777	0.1122	0.9936	0.5467	0.3580	
0.8466	0.5934	0.7284	0.2246	0.1698	
0.3370	0.6301	0.5058	0.1230	0.4991	
0.6740	0.7814	0.0489	0.4852	0.4522	
0.1044	0.7365	0.1082	0.8740	0.0662	
0.5874	0.7916	0.8583	0.6414	0.8879	
0.1148	0.6487	0.9159	0.4482	0.9078	
0.2493	0.9119	0.6717	0.1371	0.7827	
0.4142	0.6061	0.4623	0.1412	0.4719	
0.7155	0.7364	0.9614	0.9826	0.7961	
0.8697	0.7133	0.0799	0.9719	0.8756	
0.8154	0.6900	0.3859	0.4289	0.6723	
0.2324	0.9199	0.0164	0.7560	0.0704	
0.3463	0.9695	0.5919	0.5586	0.1245	
0.9606	0.3289	0.5682	0.7567	0.4254	
0.3013	0.0948	0.0123	0.9759	0.7827	
0.1542	0.8065	0.5898	0.0419	0.5891	
0.7444	0.6827	0.3602	0.3510	0.4721	
0.2829	0.1732	0.0254	0.4766	0.0338	
0.3288	0.4810	0.9786	0.1749	0.1801	
0.0013	0.9393	0.1322	0.3559	0.9318	
0.5639	0.1381	0.5506	0.8885	0.5908	
0.4441	0.6597	0.8634	0.0692	0.5063	
0.1614	0.1940	0.6825	0.0927	0.2184	
0.7035	0.6265	0.0350	0.2058	0.9521	
0.5440	0.6207	0.4402	0.6152	0.3623	
0.2546	0.4410	0.4398	0.2734	0.4585	
0.3931	0.6589	0.7661	0.7478	0.8308	
0.2446	0.4472	0.9998	0.3057	0.7907	
