50	3
0.1343	0.2847	0.4684	
0.0537	0.8169	0.7384	
0.2060	0.5913	0.1952	
0.2295	0.3939	0.5483	
0.6407	0.1109	0.4591	
0.2197	0.9965	0.9714	
0.6691	0.0053	0.3242	
0.6611	0.2515	0.2026	
0.3034	0.6704	0.5673	
0.5668	0.6212	0.4831	
0.6535	0.4220	0.2924	
0.6657	0.6303	0.4052	
0.5034	0.0393	0.5028	
0.0314	0.4460	0.7897	
0.7633	0.3282	0.0933	
0.7868	0.7975	0.2015	
0.8239	0.8556	0.0248	
0.3828	0.9233	0.6814	
0.3536	0.2959	0.7354	
0.3305	0.9026	0.1495	
0.7025	0.0953	0.3099	
0.3839	0.3950	0.3318	
0.0311	0.6780	0.1866	
0.4566	0.1534	0.6876	
0.2794	0.0653	0.5646	
0.3363	0.1064	0.5442	
0.0522	0.0965	0.9336	
0.5400	0.3959	0.0314	
0.3809	0.9852	0.6623	
0.9984	0.5690	0.7752	
0.5296	0.2823	0.6479	
0.8864	0.6686	0.9847	
0.8156	0.6194	0.9550	
0.3247	0.9155	0.7507	
0.2662	0.2074	0.0968	
0.2778	0.0510	0.4691	
0.7544	0.7031	0.1041	
0.9789	0.1597	0.3722	
0.6425	0.6711	0.0698	
0.8522	0.0683	0.9117	
0.8552	0.0297	0.5999	
0.5589	0.8416	0.9813	
0.2531	0.7539	0.9128	
0.3766	0.0978	0.5004	
0.5450	0.2085	0.0473	
0.0448	0.0869	0.6941	
0.3347	0.8657	0.0740	
0.8026	0.0246	0.5324	
0.4936	0.2516	0.6313	
0.2588	0.6156	0.8467	
