25	4
0.4137	0.3114	0.1682	0.7589	
0.9148	0.1928	0.5242	0.0071	
0.4772	0.2755	0.8414	0.1935	
0.9162	0.0267	0.3064	0.0915	
0.4969	0.8306	0.1912	0.1679	
0.9276	0.7643	0.0651	0.9422	
0.7037	0.7212	0.9460	0.8494	
0.6946	0.8227	0.2448	0.1373	
0.0046	0.7645	0.6254	0.6607	
0.5402	0.1206	0.2067	0.0385	
0.4130	0.3843	0.2417	0.1482	
0.6281	0.0279	0.7434	0.1848	
0.5435	0.0013	0.1560	0.6454	
0.2160	0.0070	0.8232	0.8566	
0.5521	0.1678	0.0940	0.8534	
0.8627	0.1504	0.9798	0.4940	
0.0049	0.5155	0.6532	0.7809	
0.1251	0.4189	0.2841	0.2747	
0.7751	0.5938	0.8672	0.9674	
0.0204	0.2770	0.0301	0.9905	
0.1426	0.5928	0.7609	0.0844	
0.3204	0.5851	0.8962	0.3298	
0.9048	0.1216	0.6189	0.2683	
0.6142	0.0786	0.7207	0.2159	
0.0159	0.0321	0.4639	0.7670	
