30	4
0.4384	0.4712	0.2489	0.6059	
0.9088	0.0461	0.9353	0.5179	
0.8336	0.4423	0.4489	0.9429	
0.3914	0.1636	0.5318	0.7412	
0.7340	0.5721	0.6348	0.7011	
0.2907	0.8183	0.6681	0.7447	
0.2921	0.0853	0.4390	0.8738	
0.2968	0.2328	0.1730	0.9641	
0.0248	0.2460	0.6944	0.9819	
0.9178	0.3519	0.9249	0.9186	
0.6860	0.4091	0.3706	0.2835	
0.2343	0.1142	0.6388	0.0586	
0.4974	0.4072	0.8897	0.8210	
0.7906	0.6759	0.4829	0.1795	
0.3802	0.5430	0.6298	0.0349	
0.2186	0.3571	0.4650	0.7713	
0.7227	0.6616	0.1092	0.5405	
0.7728	0.6787	0.1131	0.3315	
0.6933	0.1316	0.1079	0.5782	
0.6197	0.4396	0.4457	0.8545	
0.7623	0.9372	0.9388	0.6424	
0.5115	0.5702	0.6338	0.4201	
0.3294	0.5776	0.9297	0.5459	
0.0013	0.7646	0.0629	0.1823	
0.5806	0.2470	0.3069	0.2363	
0.1718	0.6939	0.9498	0.2054	
0.1949	0.2949	0.0104	0.2597	
0.1503	0.5707	0.1678	0.9426	
0.5054	0.6348	0.7553	0.6416	
0.0174	0.3989	0.8338	0.8291	
