20	15
0.3778	0.2312	0.1750	0.1912	0.2587	0.1800	0.2875	0.3158	0.2664	0.3783	0.2141	0.3545	0.1998	0.1733	0.1158	
0.3232	0.4177	0.1377	0.2042	0.3908	0.2762	0.3767	0.3324	0.3280	0.5222	0.5263	0.5747	0.4410	0.0789	0.2589	
0.7359	0.1766	0.0713	0.6257	0.4760	0.3649	0.1718	0.4987	0.1767	0.6092	0.2837	0.4884	0.3972	0.6363	0.1258	
0.5643	0.6362	0.3715	0.2047	0.5295	0.3567	0.7022	0.5712	0.6267	0.7747	0.6434	0.8282	0.5032	0.0731	0.3405	
0.8198	0.8638	0.2842	0.5627	0.8893	0.6363	0.7792	0.7775	0.6850	1.1797	1.1079	1.2524	0.9700	0.3185	0.5410	
1.6819	0.8828	0.5400	1.0878	1.1976	0.8643	0.9970	1.3305	0.9303	1.6556	0.9793	1.5150	1.0083	1.0021	0.4952	
1.3478	0.9372	0.3576	0.9812	1.1772	0.8571	0.8860	1.1228	0.8022	1.5606	1.2082	1.5278	1.1661	0.7775	0.5857	
0.5770	0.3379	0.2669	0.2903	0.3840	0.2670	0.4291	0.4777	0.3990	0.5644	0.3042	0.5230	0.2878	0.2703	0.1662	
0.9306	0.6820	0.0698	0.8711	0.9525	0.7139	0.4936	0.7613	0.4357	1.1827	1.0698	1.1817	1.0600	0.6568	0.4908	
0.3328	0.2157	0.1485	0.1759	0.2403	0.1681	0.2565	0.2809	0.2363	0.3462	0.2125	0.3294	0.1968	0.1526	0.1125	
1.1328	0.6016	0.3885	0.7071	0.7958	0.5713	0.6957	0.9015	0.6490	1.1108	0.6445	1.0170	0.6573	0.6539	0.3298	
1.3458	0.8074	0.3094	1.0144	1.1117	0.8165	0.7650	1.0773	0.7007	1.4653	1.0625	1.3931	1.0728	0.8576	0.5105	
1.7554	1.0425	0.6386	1.0706	1.2909	0.9216	1.1773	1.4341	1.0885	1.8030	1.1269	1.6918	1.1026	0.9468	0.5764	
0.4870	0.3405	0.0522	0.4371	0.4763	0.3558	0.2603	0.3958	0.2318	0.5979	0.5189	0.5911	0.5167	0.3378	0.2398	
0.9066	0.5159	0.3160	0.5649	0.6590	0.4723	0.5827	0.7322	0.5404	0.9172	0.5624	0.8531	0.5600	0.5073	0.2866	
1.1368	0.4883	0.3857	0.6994	0.7164	0.5152	0.6212	0.8706	0.5908	1.0149	0.4775	0.8831	0.5305	0.7004	0.2508	
0.8601	0.3039	0.1169	0.7078	0.6064	0.4580	0.2895	0.6158	0.2806	0.7838	0.4435	0.6727	0.5369	0.6839	0.2043	
0.9343	0.5026	0.3798	0.5205	0.6229	0.4397	0.6249	0.7535	0.5839	0.8969	0.4799	0.8182	0.4778	0.4926	0.2559	
1.1365	0.8150	0.5885	0.5238	0.8261	0.5675	0.9904	0.9931	0.9083	1.2170	0.7593	1.1809	0.6647	0.4323	0.4113	
0.4610	0.2184	0.1433	0.3002	0.3140	0.2273	0.2546	0.3572	0.2397	0.4351	0.2379	0.3891	0.2547	0.2866	0.1207	
