45	10
0.7553	1.6148	0.6284	1.6844	0.8264	0.8067	1.4004	1.0625	1.1057	1.0498	
1.2272	2.0548	0.3346	1.3142	1.3166	0.8779	1.4922	0.8686	1.3701	0.6369	
0.4394	1.2306	0.4910	1.0468	0.5259	0.6404	0.9495	0.7694	1.0969	0.8310	
1.2407	1.9327	0.6935	1.7605	1.3325	0.7597	1.1397	1.3338	1.4970	0.9409	
1.4379	2.1548	0.6230	1.8488	1.6202	0.5671	1.1722	1.4083	1.4322	0.7845	
0.8647	1.5020	0.4873	1.1649	0.8605	0.8851	1.0743	0.8446	1.3249	0.7983	
1.0801	1.3651	0.5884	1.6250	1.0942	0.5260	0.8316	1.1317	0.8898	0.7258	
0.8092	1.4350	0.6855	1.5424	0.8593	0.6897	0.9519	1.1370	1.2122	0.9730	
1.0242	1.5757	0.4653	1.1645	1.0411	0.7930	0.9651	0.9005	1.3505	0.6910	
0.5740	0.9022	0.2662	0.8311	0.6339	0.2954	0.5973	0.5739	0.5578	0.3767	
0.3189	1.2214	0.5370	0.9548	0.4480	0.6056	0.8472	0.7989	1.2471	0.8874	
0.5624	1.0167	0.3251	0.7929	0.6490	0.3550	0.5779	0.6406	0.8201	0.4605	
0.6006	1.8113	0.7161	1.5962	0.7339	0.9452	1.4956	1.1162	1.5334	1.2497	
0.8245	1.3998	0.2984	0.8913	0.8878	0.6135	0.9150	0.6662	1.0809	0.4992	
0.7886	1.7099	0.4103	1.1273	0.9520	0.6420	1.1603	0.8534	1.3014	0.7099	
0.8950	1.7555	0.8070	1.7774	0.9520	0.9228	1.2449	1.2993	1.5349	1.2130	
1.1826	2.0551	0.5605	1.7479	1.2565	0.9399	1.5914	1.1285	1.3703	0.9424	
1.0951	1.5490	0.5822	1.6809	1.0722	0.7932	1.1769	1.0797	1.0305	0.8503	
1.1199	2.1129	0.5568	1.6330	1.2610	0.8566	1.5091	1.1409	1.4983	0.9236	
0.6380	1.4705	0.4602	1.0441	0.6865	0.8539	1.1370	0.7564	1.3197	0.8349	
0.6833	1.4466	0.5329	1.1769	0.8479	0.4668	0.8085	0.9816	1.2236	0.7573	
0.4386	1.0576	0.2264	0.7354	0.5530	0.3783	0.8212	0.4926	0.6947	0.4396	
0.6733	1.3428	0.6248	1.3187	0.7425	0.6461	0.8670	1.0170	1.2163	0.9093	
0.7687	1.8339	0.7287	1.8036	0.8564	0.9692	1.5698	1.1795	1.3966	1.2400	
0.8738	1.0553	0.4410	1.1553	0.8570	0.4726	0.5928	0.8403	0.7908	0.5369	
0.9495	1.6237	0.6234	1.4683	0.9629	0.8886	1.1312	1.0643	1.3916	0.9499	
0.8983	1.7724	0.7458	1.9206	1.0270	0.6993	1.3222	1.3130	1.2203	1.1145	
0.1847	0.7396	0.4521	0.8487	0.2382	0.4333	0.6040	0.6250	0.7377	0.7184	
1.1717	1.6651	0.6231	1.7884	1.1437	0.8675	1.2676	1.1502	1.1242	0.9158	
1.5655	2.3949	0.9325	2.3903	1.6957	0.8639	1.4043	1.7828	1.7680	1.2252	
1.1169	1.4541	0.3283	1.3271	1.1938	0.3946	0.9178	0.8778	0.7291	0.4131	
0.6310	1.3673	0.6042	1.4403	0.5988	0.9673	1.2921	0.8903	1.1323	1.0536	
1.5456	2.2269	0.7508	2.1834	1.6238	0.8518	1.4328	1.5244	1.4810	1.0179	
1.1180	1.3354	0.4385	1.3420	1.1008	0.5697	0.8098	0.9282	0.8831	0.5460	
1.0414	1.3287	0.4918	1.6918	1.0764	0.4251	0.9898	1.0392	0.5630	0.6375	
0.6633	1.7822	0.6386	1.5577	0.7778	0.9210	1.5097	1.0402	1.4021	1.1405	
1.3428	2.5490	0.8285	2.2708	1.4654	1.1681	1.9390	1.5322	1.8343	1.3489	
0.3095	0.8443	0.4534	0.8948	0.3400	0.5181	0.6704	0.6511	0.8201	0.7216	
0.5710	1.0820	0.5702	1.2342	0.6317	0.4802	0.6940	0.9278	0.9283	0.7926	
0.2262	0.8201	0.1358	0.3417	0.2394	0.6031	0.8038	0.1942	0.7517	0.4240	
0.4318	1.1123	0.5905	1.2348	0.4872	0.6151	0.8787	0.8808	0.9962	0.9219	
0.7428	1.0662	0.1964	0.9611	0.8282	0.2455	0.7605	0.5874	0.4320	0.2829	
0.8952	1.5679	0.4873	1.4141	0.9418	0.7514	1.2185	0.9229	1.0870	0.7973	
0.8972	1.1919	0.3996	1.3364	0.9524	0.3515	0.7966	0.8737	0.5993	0.5087	
1.1598	1.2075	0.2876	1.1533	1.1456	0.4042	0.6677	0.7792	0.6470	0.2918	
