40	5
0.2371	0.2037	0.0422	0.4540	0.4387	
0.3375	0.5303	0.1576	0.8389	0.5992	
0.9641	0.9272	0.3614	0.3900	0.8780	
0.1435	0.2099	0.0589	0.8897	0.1159	
0.1035	0.9820	0.8434	0.8114	0.9857	
0.9086	0.4164	0.8900	0.8223	0.8573	
0.1152	0.2687	0.0589	0.8649	0.4416	
0.7444	0.7307	0.2025	0.3387	0.8316	
0.7247	0.5341	0.0874	0.0633	0.2926	
0.1222	0.3751	0.5731	0.2669	0.5109	
0.9849	0.3824	0.4370	0.0926	0.7512	
0.2081	0.2172	0.0888	0.6713	0.3803	
0.2497	0.8451	0.7757	0.9449	0.2663	
0.4862	0.0717	0.7339	0.6563	0.2626	
0.2927	0.3625	0.1452	0.4164	0.5826	
0.7165	0.1096	0.6158	0.2416	0.4431	
0.5742	0.9136	0.7982	0.3510	0.4465	
0.7110	0.0405	0.8202	0.6997	0.9787	
0.1008	0.2279	0.3686	0.4887	0.7914	
0.3139	0.3512	0.8099	0.8204	0.2115	
0.9283	0.8910	0.0607	0.3300	0.9486	
0.8929	0.4840	0.0908	0.0941	0.0586	
0.5987	0.2094	0.8056	0.8318	0.0239	
0.4966	0.3182	0.5470	0.4267	0.2085	
0.8257	0.8993	0.8951	0.2569	0.2943	
0.8158	0.0070	0.1869	0.6059	0.3660	
0.1412	0.1739	0.8325	0.5771	0.8501	
0.6047	0.7677	0.0626	0.9614	0.9418	
0.7906	0.1756	0.6000	0.0634	0.0638	
0.7486	0.5073	0.0601	0.7194	0.4096	
0.0098	0.2938	0.2335	0.9020	0.9474	
0.1934	0.8733	0.2197	0.1952	0.2229	
0.3848	0.8235	0.2593	0.8977	0.0476	
0.4388	0.9988	0.5993	0.8216	0.0072	
0.8923	0.3745	0.6949	0.6659	0.2200	
0.9303	0.5081	0.9221	0.6567	0.6734	
0.6024	0.7485	0.6556	0.5355	0.1319	
0.7290	0.3999	0.6336	0.1480	0.7043	
0.8944	0.9317	0.4018	0.6154	0.3849	
0.3618	0.4277	0.3578	0.3739	0.3622	
