15	15
1.4534	0.8936	0.5042	0.6371	0.9839	1.0117	1.5088	0.7977	1.1535	1.3681	0.8182	1.1871	1.1141	0.7253	1.2821	
1.7533	1.1371	0.7740	0.7168	1.3465	1.3184	1.8905	1.0321	1.3374	1.4835	0.6935	1.2490	1.5633	0.7339	1.6008	
1.4347	1.0360	0.5626	0.5545	1.0053	1.0808	1.5337	0.9100	1.0914	1.2418	0.5626	0.9991	1.2998	0.6304	1.3517	
0.6138	0.4285	0.2157	0.2474	0.4074	0.4457	0.6448	0.3746	0.4763	0.5583	0.2907	0.4595	0.5180	0.2923	0.5673	
0.6087	0.2627	0.3436	0.2912	0.5740	0.4488	0.6677	0.2743	0.4714	0.4922	0.2663	0.4737	0.5030	0.2280	0.5013	
1.2466	0.8901	0.4598	0.4907	0.8455	0.9220	1.3203	0.7786	0.9577	1.1081	0.5399	0.8999	1.0911	0.5723	1.1651	
0.4462	0.1835	0.2369	0.2197	0.4072	0.3190	0.4827	0.1921	0.3512	0.3771	0.2254	0.3666	0.3458	0.1807	0.3608	
0.6156	0.2893	0.4513	0.2677	0.6833	0.5108	0.7176	0.3114	0.4455	0.3976	0.0987	0.3747	0.6345	0.1453	0.5343	
0.8083	0.4759	0.4581	0.3338	0.7365	0.6394	0.9036	0.4570	0.6003	0.6099	0.2245	0.5292	0.7809	0.2718	0.7291	
1.2230	0.9505	0.5143	0.4391	0.8785	0.9603	1.3292	0.8304	0.9081	1.0055	0.3633	0.7709	1.2020	0.4951	1.1910	
0.8096	0.6418	0.3154	0.2896	0.5527	0.6280	0.8721	0.5548	0.6051	0.6838	0.2635	0.5214	0.7813	0.3441	0.7909	
1.5848	0.8140	0.8324	0.7146	1.4016	1.1829	1.7316	0.7987	1.2174	1.2937	0.6517	1.1841	1.3606	0.6111	1.3606	
2.0487	1.1723	0.9603	0.8931	1.6654	1.5146	2.2100	1.1012	1.5795	1.7356	0.8870	1.5340	1.7466	0.8510	1.8012	
1.3284	0.7050	0.5062	0.6211	0.9707	0.9087	1.3818	0.6551	1.0650	1.2471	0.7950	1.1338	0.9665	0.6540	1.1231	
1.0710	0.2104	0.5982	0.6176	1.0579	0.7025	1.1400	0.2982	0.8812	0.9550	0.7281	1.0331	0.6588	0.4644	0.7561	
