15	5
0.4325	0.5505	0.3105	0.9429	0.6316	
0.0846	0.4274	0.5786	0.0966	0.8335	
0.7167	0.1524	0.9436	0.8459	0.2702	
0.5068	0.2475	0.4269	0.9094	0.4008	
0.3281	0.4474	0.0331	0.0113	0.5543	
0.7535	0.5328	0.9294	0.5237	0.4439	
0.8360	0.3547	0.9250	0.6503	0.0904	
0.2537	0.7731	0.3583	0.3851	0.7444	
0.5344	0.8817	0.2600	0.6493	0.0326	
0.4352	0.7341	0.7869	0.7629	0.4297	
0.1577	0.4064	0.5116	0.5757	0.0373	
0.6005	0.6042	0.5625	0.6319	0.9758	
0.9375	0.6411	0.6848	0.2782	0.5223	
0.1078	0.1275	0.0924	0.8398	0.9096	
0.9000	0.4962	0.8726	0.4268	0.3832	
