35	3
0.6576	0.1809	0.1200	
0.8736	0.0735	0.4120	
0.2949	0.9880	0.7981	
0.2728	0.4279	0.2527	
0.0809	0.7590	0.5875	
0.1863	0.9232	0.0367	
0.7600	0.8721	0.6816	
0.9096	0.9634	0.8268	
0.6446	0.2968	0.6999	
0.5174	0.7100	0.3518	
0.7016	0.9011	0.4891	
0.0451	0.8742	0.2841	
0.8903	0.8286	0.2660	
0.6726	0.0352	0.7649	
0.1649	0.9061	0.5844	
0.5026	0.6279	0.5386	
0.5318	0.5726	0.9907	
0.6240	0.7382	0.7692	
0.9646	0.5082	0.5861	
0.5692	0.8648	0.7909	
0.5777	0.1402	0.5489	
0.9375	0.6571	0.0764	
0.0616	0.5930	0.4743	
0.6590	0.5134	0.8497	
0.0994	0.2446	0.4031	
0.6087	0.9735	0.2368	
0.8044	0.9162	0.5415	
0.0323	0.6520	0.3689	
0.5219	0.1105	0.7585	
0.2976	0.5146	0.7690	
0.6606	0.4811	0.3463	
0.5977	0.0682	0.9675	
0.0615	0.3888	0.3558	
0.8912	0.8052	0.1932	
0.9533	0.7867	0.0911	
