30	3
0.8633	0.0383	0.4925	
0.3440	0.0962	0.0295	
0.4569	0.9481	0.5726	
0.2381	0.3960	0.5725	
0.7712	0.5323	0.7417	
0.2734	0.9036	0.0766	
0.5250	0.3400	0.7872	
0.5311	0.6639	0.1935	
0.8734	0.7274	0.5309	
0.9376	0.2230	0.9241	
0.0487	0.5555	0.9861	
0.9788	0.4552	0.9753	
0.6323	0.6103	0.3048	
0.0726	0.5440	0.7536	
0.2118	0.5184	0.2064	
0.3599	0.2860	0.8614	
0.4267	0.8790	0.6578	
0.7581	0.9365	0.1022	
0.9158	0.8062	0.5805	
0.6297	0.9691	0.9635	
0.9559	0.5242	0.8449	
0.7551	0.1129	0.7531	
0.5261	0.6502	0.7030	
0.8501	0.1909	0.2466	
0.8160	0.8569	0.0399	
0.1321	0.9429	0.4621	
0.7607	0.1034	0.1174	
0.6172	0.2964	0.1616	
0.3976	0.7990	0.4198	
0.8413	0.4417	0.6661	
