45	3
0.4211	0.6507	0.2024	
0.9548	0.8682	0.7560	
0.1895	0.3478	0.9443	
0.2734	0.3306	0.8605	
0.0538	0.2938	0.4067	
0.1484	0.0133	0.9514	
0.0805	0.2797	0.4692	
0.7115	0.8578	0.7073	
0.0700	0.1511	0.4907	
0.5241	0.5525	0.3657	
0.7782	0.0610	0.6138	
0.0715	0.8462	0.6534	
0.6613	0.9628	0.2140	
0.4349	0.3011	0.5587	
0.3942	0.2332	0.9563	
0.6044	0.9351	0.8838	
0.9963	0.8421	0.9713	
0.1278	0.7798	0.6318	
0.1980	0.5076	0.4059	
0.8878	0.5824	0.4438	
0.0602	0.5865	0.0068	
0.0833	0.4205	0.3348	
0.5858	0.8331	0.7695	
0.0379	0.1552	0.6461	
0.1035	0.1093	0.4480	
0.3992	0.5232	0.9403	
0.5377	0.5528	0.9786	
0.2159	0.1637	0.4922	
0.3857	0.1494	0.4417	
0.9138	0.0603	0.7977	
0.3621	0.4325	0.1205	
0.5417	0.4899	0.8274	
0.1828	0.0053	0.7463	
0.3415	0.2614	0.5868	
0.8513	0.3426	0.3030	
0.9643	0.0135	0.5851	
0.5367	0.7008	0.5749	
0.8876	0.8492	0.2065	
0.7497	0.4206	0.0571	
0.1397	0.8110	0.2295	
0.0046	0.9899	0.9890	
0.7913	0.4332	0.8064	
0.5140	0.9622	0.0430	
0.2310	0.4352	0.5424	
0.7036	0.2074	0.2647	
