40	4
0.6151	0.1868	0.5612	0.5174	
0.9275	0.3688	0.4672	0.5123	
0.9582	0.9311	0.1589	0.3960	
0.8018	0.6966	0.5252	0.9207	
0.6127	0.1663	0.3197	0.9918	
0.8884	0.7735	0.7813	0.5547	
0.5189	0.4132	0.0629	0.5708	
0.4633	0.7086	0.6223	0.2321	
0.2462	0.3321	0.6371	0.7982	
0.7580	0.5511	0.0811	0.2378	
0.5949	0.9965	0.8463	0.5733	
0.0049	0.6672	0.8619	0.6194	
0.6532	0.8890	0.7587	0.4537	
0.9553	0.3583	0.9377	0.7544	
0.4987	0.4340	0.6476	0.5659	
0.6046	0.7330	0.9960	0.7779	
0.7135	0.9945	0.7362	0.7342	
0.0630	0.4766	0.0575	0.9654	
0.1824	0.3316	0.0093	0.7630	
0.8780	0.6053	0.8309	0.5669	
0.7856	0.7732	0.3350	0.5997	
0.9387	0.3856	0.2690	0.5913	
0.3002	0.2039	0.1083	0.9616	
0.8572	0.3867	0.1817	0.4416	
0.8177	0.0650	0.3838	0.6925	
0.8304	0.4323	0.8371	0.2359	
0.4355	0.6897	0.7617	0.7706	
0.5406	0.5066	0.9872	0.1600	
0.9136	0.7169	0.7110	0.0787	
0.5977	0.3012	0.3448	0.3107	
0.0069	0.7060	0.5376	0.3242	
0.2723	0.9152	0.7442	0.1769	
0.1375	0.7058	0.9294	0.2460	
0.7087	0.1331	0.1284	0.9918	
0.0415	0.6655	0.2210	0.6113	
0.4367	0.3756	0.3280	0.4830	
0.6804	0.5024	0.3381	0.2443	
0.5517	0.3990	0.8673	0.9739	
0.1779	0.9604	0.6757	0.7154	
0.0855	0.1157	0.0170	0.6984	
