40	4
0.4285	0.4974	0.8519	0.8711	
0.2923	0.3118	0.2822	0.5888	
0.8027	0.6720	0.4220	0.7656	
0.9888	0.8084	0.6533	0.7478	
0.5084	0.6769	0.9216	0.1263	
0.1908	0.9307	0.2924	0.6367	
0.5412	0.6389	0.9668	0.9036	
0.2487	0.5729	0.7794	0.3338	
0.3915	0.9907	0.0863	0.4909	
0.2066	0.0546	0.1789	0.2254	
0.7858	0.0851	0.1903	0.7640	
0.4732	0.9613	0.0992	0.4048	
0.4730	0.4054	0.9099	0.9601	
0.7182	0.6853	0.0484	0.6124	
0.1280	0.4060	0.9100	0.3536	
0.9508	0.9950	0.1220	0.2085	
0.7348	0.8379	0.3537	0.0767	
0.6186	0.2460	0.2318	0.5853	
0.5616	0.4165	0.5607	0.2638	
0.2278	0.3700	0.5733	0.5837	
0.8851	0.7918	0.3028	0.0369	
0.5140	0.0321	0.7734	0.8965	
0.4186	0.7965	0.0139	0.1753	
0.7753	0.0341	0.2672	0.7209	
0.6972	0.0185	0.9321	0.1186	
0.9903	0.4475	0.8383	0.4768	
0.5929	0.8375	0.0229	0.7427	
0.1563	0.7960	0.9656	0.5336	
0.1308	0.9369	0.3979	0.6351	
0.1704	0.2013	0.5152	0.9574	
0.0660	0.8627	0.7317	0.2430	
0.3753	0.2558	0.5532	0.6288	
0.7264	0.0597	0.9832	0.7461	
0.3891	0.9687	0.5344	0.8525	
0.0360	0.0655	0.6413	0.6709	
0.0057	0.2295	0.3366	0.9688	
0.6562	0.0331	0.9823	0.0029	
0.7527	0.1278	0.8860	0.0800	
0.0676	0.6800	0.1067	0.5677	
0.3393	0.0283	0.6203	0.3374	
