25	5
0.1418	0.7991	0.0946	0.3880	0.9110	
0.8844	0.9029	0.9091	0.2892	0.5504	
0.0198	0.3125	0.2076	0.0731	0.5963	
0.3427	0.2816	0.3821	0.1946	0.0791	
0.2383	0.0068	0.6603	0.4175	0.5766	
0.9846	0.4959	0.7584	0.2929	0.8982	
0.8466	0.9885	0.1731	0.7021	0.4633	
0.7945	0.7379	0.5174	0.2397	0.3984	
0.9003	0.3107	0.9953	0.9595	0.1045	
0.7801	0.6004	0.7076	0.3055	0.6522	
0.8365	0.7817	0.0806	0.1549	0.9917	
0.3211	0.1115	0.0433	0.5555	0.6781	
0.7427	0.5793	0.4912	0.7905	0.4285	
0.6645	0.8704	0.4466	0.4439	0.6548	
0.2892	0.6898	0.4868	0.9958	0.5887	
0.3374	0.2430	0.1659	0.4366	0.7451	
0.9086	0.3427	0.3607	0.3044	0.6409	
0.0323	0.5454	0.8807	0.2465	0.5037	
0.6964	0.0676	0.7444	0.9608	0.9380	
0.2088	0.4104	0.4168	0.2229	0.6053	
0.8241	0.2375	0.9074	0.3956	0.6389	
0.2182	0.4890	0.0943	0.2245	0.7027	
0.0996	0.8061	0.1813	0.2700	0.8609	
0.6195	0.3778	0.9466	0.4184	0.3797	
0.1038	0.5180	0.1008	0.9977	0.7121	
