30	5
0.5015	0.6521	0.5112	0.1885	0.7237	
0.1027	0.6013	0.6621	0.7796	0.4324	
0.3644	0.7978	0.2313	0.6108	0.2615	
0.8208	0.6104	0.9826	0.7925	0.1894	
0.1228	0.3772	0.0859	0.8379	0.2145	
0.6494	0.1746	0.4127	0.6874	0.4949	
0.7366	0.0599	0.9853	0.0814	0.0330	
0.7107	0.1524	0.4853	0.8061	0.3726	
0.1053	0.3834	0.6119	0.1348	0.3567	
0.9586	0.0131	0.0112	0.5699	0.2747	
0.4237	0.9654	0.7686	0.5747	0.2644	
0.5601	0.3182	0.7416	0.0161	0.7445	
0.0988	0.9556	0.2173	0.9348	0.1317	
0.4831	0.0290	0.3973	0.6148	0.8031	
0.1536	0.3972	0.2626	0.6686	0.3044	
0.3085	0.2778	0.0786	0.4218	0.3428	
0.1309	0.3619	0.2201	0.7028	0.6593	
0.3435	0.7805	0.4850	0.4707	0.0390	
0.6631	0.4457	0.5153	0.4089	0.7721	
0.5162	0.0573	0.8390	0.9886	0.6901	
0.7967	0.0480	0.4132	0.4853	0.9272	
0.5766	0.5308	0.4022	0.1173	0.0620	
0.0669	0.7668	0.9527	0.8581	0.6875	
0.2485	0.6146	0.3351	0.3420	0.7257	
0.9087	0.9324	0.1338	0.3164	0.8465	
0.8895	0.7816	0.6954	0.3775	0.5538	
0.9898	0.7549	0.9228	0.8699	0.8424	
0.3237	0.3262	0.4875	0.5314	0.0489	
0.9874	0.5220	0.5057	0.0252	0.7588	
0.6139	0.6456	0.0046	0.2484	0.6760	
