50	4
0.2258	0.9577	0.1268	0.6293	
0.4762	0.4484	0.5330	0.0275	
0.0436	0.0692	0.9042	0.2958	
0.8135	0.1911	0.2827	0.1209	
0.1998	0.5572	0.5276	0.1437	
0.5231	0.9471	0.7948	0.7329	
0.7284	0.6150	0.3045	0.4611	
0.0582	0.8137	0.0146	0.5336	
0.4210	0.5646	0.7450	0.2892	
0.0796	0.5378	0.2848	0.8404	
0.5135	0.0090	0.9280	0.1585	
0.5660	0.2888	0.0058	0.0229	
0.2936	0.6550	0.4718	0.5994	
0.8686	0.8718	0.1377	0.6485	
0.7362	0.7129	0.2857	0.4890	
0.6634	0.7340	0.5382	0.9933	
0.9620	0.7539	0.3375	0.5131	
0.8879	0.0626	0.8137	0.3829	
0.9284	0.7784	0.5233	0.5461	
0.7127	0.0166	0.1861	0.0740	
0.0833	0.3495	0.8805	0.8329	
0.2544	0.6679	0.0556	0.2539	
0.3481	0.5826	0.5375	0.1702	
0.8966	0.7936	0.6315	0.4714	
0.7189	0.0801	0.8805	0.2317	
0.2609	0.0759	0.7542	0.3048	
0.1282	0.4994	0.3740	0.4978	
0.7592	0.1749	0.8469	0.8435	
0.8048	0.0883	0.4936	0.8238	
0.2640	0.2123	0.1319	0.0571	
0.8000	0.5524	0.4610	0.1436	
0.4295	0.0887	0.1153	0.2569	
0.8882	0.0761	0.2877	0.8895	
0.7784	0.9399	0.4052	0.2484	
0.2649	0.5081	0.0701	0.3728	
0.2091	0.9834	0.3907	0.3086	
0.3760	0.7191	0.7649	0.4257	
0.7992	0.7132	0.9348	0.1272	
0.2429	0.2939	0.9387	0.7771	
0.7789	0.9451	0.3101	0.2081	
0.2788	0.4057	0.6477	0.7910	
0.5178	0.0995	0.9192	0.8528	
0.2640	0.0402	0.6461	0.0051	
0.6188	0.3951	0.1835	0.8233	
0.4159	0.5979	0.8500	0.2835	
0.3185	0.0110	0.9784	0.1100	
0.3005	0.3004	0.3249	0.4187	
0.4633	0.3475	0.2544	0.1605	
0.8224	0.6882	0.5686	0.0555	
0.4493	0.3368	0.7329	0.7654	
