20	4
0.8903	0.9937	0.7997	0.7948	
0.0334	0.7710	0.2085	0.0387	
0.8390	0.3138	0.8963	0.7267	
0.5073	0.0579	0.7457	0.8727	
0.1137	0.0441	0.5364	0.2858	
0.4904	0.8129	0.9700	0.6568	
0.5994	0.4121	0.5649	0.2319	
0.0902	0.3842	0.2177	0.6220	
0.9782	0.5231	0.8578	0.0751	
0.6530	0.8921	0.8620	0.9668	
0.4611	0.4059	0.3133	0.6100	
0.8638	0.6044	0.3270	0.3837	
0.2628	0.0948	0.8400	0.0306	
0.8240	0.3360	0.4925	0.8576	
0.3290	0.1448	0.0519	0.6035	
0.9413	0.2449	0.7780	0.8478	
0.2441	0.3790	0.4267	0.5046	
0.9571	0.2703	0.2800	0.0079	
0.5108	0.2156	0.3335	0.9191	
0.5646	0.6337	0.3669	0.4107	
