20	10
0.8222	0.9885	0.4489	0.5567	0.5205	0.4560	0.7791	0.3251	0.5185	0.4732	
0.8705	1.3724	0.7244	1.0686	0.6345	0.8939	1.1629	0.6321	1.0628	0.8291	
0.3485	0.7409	0.4217	0.7172	0.3133	0.6105	0.6437	0.4148	0.7433	0.5128	
0.7395	0.8787	0.2303	0.5725	0.5808	0.5207	0.4615	0.1989	0.6275	0.2804	
0.4062	0.8559	0.5139	0.8095	0.3434	0.6805	0.7815	0.4910	0.8235	0.6129	
0.9061	1.1922	0.4870	0.8100	0.6600	0.6967	0.8462	0.4051	0.8260	0.5548	
0.7830	1.1269	0.3692	0.9083	0.6827	0.8179	0.6581	0.3716	1.0010	0.4745	
1.0556	1.5314	0.7038	1.1389	0.7863	0.9710	1.1715	0.6119	1.1576	0.8122	
0.5238	0.7803	0.4180	0.5671	0.3583	0.4677	0.6759	0.3487	0.5494	0.4668	
0.6021	0.6527	0.1346	0.3766	0.4603	0.3486	0.3039	0.1040	0.4174	0.1612	
0.8653	0.9646	0.2476	0.5624	0.6447	0.5092	0.5110	0.1902	0.6054	0.2859	
1.4223	1.8659	0.6671	1.3127	1.0996	1.1565	1.1939	0.5837	1.3881	0.7895	
1.0334	1.3468	0.5726	0.8908	0.7306	0.7582	0.9890	0.4645	0.8929	0.6417	
1.1446	1.7786	0.7571	1.4594	0.9500	1.2739	1.2597	0.7189	1.5449	0.9212	
0.7739	0.8883	0.2004	0.5620	0.6115	0.5181	0.4275	0.1721	0.6254	0.2484	
0.4056	0.6432	0.3583	0.4940	0.2841	0.4078	0.5704	0.3070	0.4819	0.4046	
0.8874	1.2531	0.5866	0.8958	0.6374	0.7571	0.9785	0.4949	0.8963	0.6654	
1.2646	1.4048	0.3910	0.7972	0.9180	0.7132	0.7872	0.2903	0.8415	0.4396	
1.2219	1.8235	0.8642	1.3875	0.9158	1.1801	1.4235	0.7587	1.4088	1.0000	
1.0272	1.4447	0.7068	1.0116	0.7140	0.8451	1.1711	0.5842	0.9940	0.7907	
