50	4
0.7403	0.4760	0.8700	0.0286	
0.4641	0.4777	0.7262	0.1388	
0.1436	0.0686	0.1291	0.1188	
0.3187	0.3047	0.0946	0.5110	
0.8478	0.9231	0.0937	0.9389	
0.6578	0.6862	0.1952	0.3567	
0.3890	0.2864	0.4425	0.9422	
0.9170	0.4339	0.3185	0.3046	
0.5276	0.3674	0.6442	0.2249	
0.1589	0.5003	0.7413	0.1088	
0.6930	0.1576	0.3328	0.6043	
0.7834	0.4476	0.8172	0.5555	
0.8465	0.9147	0.2530	0.6047	
0.4573	0.0888	0.6137	0.7927	
0.0890	0.3721	0.8565	0.0209	
0.1356	0.0525	0.1791	0.9887	
0.5713	0.8224	0.5045	0.0869	
0.6235	0.8051	0.7115	0.9005	
0.6972	0.8430	0.2308	0.2381	
0.4157	0.6620	0.8079	0.8093	
0.1387	0.9610	0.5789	0.6151	
0.3101	0.5978	0.9785	0.2792	
0.7124	0.8784	0.8883	0.6509	
0.2125	0.0524	0.7638	0.8869	
0.7338	0.0232	0.8833	0.3809	
0.3893	0.2052	0.3262	0.8686	
0.0211	0.5777	0.7231	0.9129	
0.6508	0.7713	0.4632	0.9111	
0.6344	0.8721	0.7400	0.8805	
0.7184	0.0809	0.5612	0.2160	
0.8016	0.8500	0.4116	0.0142	
0.6809	0.9304	0.0604	0.0920	
0.2770	0.5376	0.5004	0.7194	
0.6545	0.0527	0.5157	0.3084	
0.7648	0.8868	0.5176	0.2131	
0.2920	0.1598	0.5063	0.1171	
0.8185	0.7958	0.4223	0.3633	
0.0777	0.3073	0.6550	0.3328	
0.9089	0.6525	0.7209	0.6088	
0.9977	0.8743	0.6660	0.0109	
0.4188	0.1454	0.4936	0.0885	
0.2659	0.8694	0.0961	0.5550	
0.2600	0.8623	0.8100	0.9681	
0.3401	0.7475	0.3954	0.7644	
0.7886	0.6675	0.3721	0.3486	
0.6365	0.9317	0.3148	0.9180	
0.7472	0.3930	0.4099	0.9470	
0.9032	0.4441	0.5154	0.3323	
1.0000	0.2174	0.2827	0.2526	
0.9772	0.7969	0.4749	0.4487	
