20	5
0.1589	0.0837	0.1227	0.6181	0.7486	
0.2683	0.4682	0.2512	0.0700	0.1853	
0.7571	0.0938	0.9376	0.1427	0.0849	
0.6092	0.7252	0.6552	0.6542	0.2070	
0.9669	0.9120	0.7529	0.2183	0.5589	
0.7733	0.0864	0.8109	0.1191	0.6617	
0.5729	0.5200	0.0484	0.0431	0.9392	
0.4502	0.5526	0.4147	0.1656	0.0402	
0.2871	0.6851	0.7255	0.5111	0.1637	
0.7524	0.2997	0.1390	0.8673	0.4381	
0.0944	0.6019	0.6326	0.7663	0.3257	
0.1068	0.1985	0.2468	0.1350	0.0899	
0.7349	0.6568	0.8400	0.0649	0.8103	
0.3546	0.6984	0.8367	0.6724	0.3996	
0.5806	0.4597	0.4531	0.4822	0.6553	
0.2989	0.1577	0.3948	0.4954	0.5668	
0.7137	0.4218	0.9616	0.3135	0.0031	
0.3605	0.5961	0.0082	0.3235	0.6514	
0.7185	0.3223	0.3984	0.9091	0.3171	
0.9953	0.8307	0.4878	0.4503	0.2659	
