25	4
0.6495	0.9821	0.5758	0.1422	
0.4206	0.5186	0.0738	0.6929	
0.5964	0.3487	0.2416	0.3936	
0.3471	0.9829	0.3512	0.1278	
0.2176	0.9920	0.1267	0.6409	
0.0378	0.8962	0.7394	0.4975	
0.1534	0.7416	0.4457	0.0640	
0.3734	0.6647	0.0176	0.5235	
0.8768	0.7334	0.6817	0.3145	
0.4411	0.4359	0.8808	0.8549	
0.6378	0.3996	0.1398	0.0090	
0.3878	0.2179	0.8109	0.2026	
0.8372	0.8816	0.2529	0.8806	
0.7663	0.9421	0.0244	0.2180	
0.1256	0.9490	0.5307	0.3177	
0.0927	0.1064	0.9349	0.3440	
0.6603	0.0580	0.7693	0.8001	
0.3777	0.1637	0.4048	0.5711	
0.1078	0.5275	0.7178	0.8132	
0.6238	0.0697	0.4813	0.0862	
0.6216	0.0101	0.4412	0.1921	
0.9116	0.0917	0.9424	0.6295	
0.6061	0.6074	0.5788	0.0639	
0.4853	0.0561	0.7836	0.7430	
0.5767	0.6581	0.7148	0.6034	
