15	10
0.3315	0.3934	1.0216	0.2182	0.8432	1.0400	0.9843	0.5064	0.7428	0.8505	
1.1737	0.8649	1.5257	0.2894	1.4499	1.7818	1.0386	0.9575	0.9374	1.4383	
0.3061	0.3858	0.9583	0.2070	0.8246	0.9812	0.9035	0.5038	0.6716	0.7944	
0.2900	0.2973	0.6991	0.1462	0.5989	0.7338	0.6307	0.3688	0.4891	0.5974	
0.4862	0.4858	1.2238	0.2542	0.9943	1.2673	1.1491	0.5978	0.8979	1.0435	
0.5177	0.2028	0.4403	0.0606	0.2450	0.5278	0.3318	0.1365	0.3936	0.4737	
0.7479	0.5338	1.0601	0.2003	0.9148	1.1999	0.8127	0.5817	0.7239	0.9873	
0.4885	0.4471	0.6534	0.1338	0.7709	0.7904	0.3535	0.5385	0.2892	0.6026	
0.5925	0.5912	0.9195	0.1935	1.0597	1.0806	0.5568	0.7310	0.4299	0.8245	
0.6998	0.6719	1.1780	0.2443	1.2266	1.3406	0.8256	0.8204	0.6518	1.0489	
0.9680	0.5811	0.9366	0.1587	0.8645	1.1574	0.5424	0.5792	0.5844	0.9504	
0.6092	0.5189	1.0213	0.2045	0.9435	1.1379	0.7927	0.6080	0.6552	0.9176	
1.0416	0.6375	1.0958	0.1900	0.9762	1.3214	0.6986	0.6423	0.7140	1.0900	
1.2924	0.9616	1.7944	0.3429	1.6440	2.0583	1.3014	1.0685	1.1523	1.6722	
0.5942	0.3805	0.5847	0.1020	0.5776	0.7276	0.3185	0.3937	0.3367	0.5882	
