25	10
0.6376	0.5697	1.1704	0.3870	1.2954	1.0747	0.8798	0.4394	0.5610	0.8858	
0.3722	0.7118	0.9179	0.2406	1.0362	0.7029	0.5353	0.2692	0.6198	0.8006	
0.6459	0.1348	1.0526	0.4071	1.1378	1.1785	0.9818	0.4350	0.2679	0.7552	
0.6036	0.5233	1.1769	0.3838	1.2997	1.1139	0.8969	0.4180	0.5414	0.9322	
0.8200	0.5316	1.4352	0.5024	1.5764	1.4110	1.1648	0.5602	0.5822	1.0620	
0.2565	0.4373	0.5434	0.1509	0.6139	0.4027	0.3195	0.1819	0.3699	0.4365	
0.3594	0.4099	0.9766	0.2815	1.0791	0.9546	0.7169	0.2591	0.4599	0.9167	
0.4015	0.8257	1.2450	0.3119	1.3975	1.0466	0.7613	0.2993	0.7761	1.2004	
0.1547	0.1921	0.8475	0.2173	0.9276	0.9417	0.6535	0.1255	0.3300	0.9657	
0.6014	0.5109	1.3427	0.4224	1.4783	1.3310	1.0386	0.4219	0.5821	1.1576	
0.4587	0.5324	0.8053	0.2574	0.9006	0.6553	0.5472	0.3166	0.4657	0.5781	
0.4096	0.0803	1.0195	0.3393	1.1019	1.1953	0.9151	0.2871	0.2679	0.9510	
0.3541	0.5417	0.7340	0.2110	0.8258	0.5716	0.4558	0.2498	0.4693	0.5861	
0.3901	0.7022	0.8649	0.2345	0.9780	0.6395	0.5009	0.2784	0.5957	0.7125	
0.2430	0.3296	0.3965	0.1246	0.4478	0.2814	0.2435	0.1674	0.2663	0.2621	
0.2185	0.3748	0.5912	0.1577	0.6619	0.5039	0.3769	0.1591	0.3533	0.5436	
0.1273	0.0851	0.3363	0.1037	0.3677	0.3611	0.2732	0.0906	0.1246	0.3168	
0.1926	0.5019	0.8253	0.1909	0.9244	0.7287	0.5053	0.1523	0.5006	0.8728	
0.7794	0.7526	1.3465	0.4480	1.4963	1.1745	0.9806	0.5352	0.6949	0.9655	
0.3990	0.1912	0.5721	0.2225	0.6258	0.5663	0.4932	0.2676	0.2070	0.3530	
0.6185	0.1180	0.8570	0.3565	0.9255	0.9442	0.8208	0.4115	0.2065	0.5219	
0.2580	0.1688	0.4170	0.1500	0.4587	0.3993	0.3373	0.1752	0.1742	0.2876	
0.1341	0.5796	0.9780	0.2016	1.0959	0.8832	0.5802	0.1222	0.6008	1.1295	
0.4940	0.6182	0.8644	0.2720	0.9699	0.6759	0.5666	0.3415	0.5273	0.6150	
0.3743	0.5533	1.0716	0.2927	1.1916	0.9895	0.7344	0.2733	0.5696	1.0175	
