50	20
0.2952	0.7373	0.2689	0.5204	0.2939	0.6000	0.3545	0.7760	0.2916	0.2601	0.4904	0.2384	0.2630	0.2324	0.4292	0.5571	0.5285	0.4420	0.2432	0.2527	
0.4310	1.5812	1.3480	0.5109	0.9632	1.3862	1.4599	1.7506	0.6727	1.0619	1.4611	0.6254	1.1406	0.6344	0.8904	0.6792	1.1836	1.5051	0.9694	1.0790	
0.3724	1.0011	0.6042	0.5753	0.5576	0.9388	0.7117	1.0783	0.4601	0.5246	0.8184	0.3680	0.5332	0.3677	0.6290	0.6362	0.8053	0.7790	0.4057	0.4972	
0.3226	1.3728	0.6729	0.5345	0.3260	0.6422	0.7443	1.4755	0.2900	0.5161	0.8677	0.4218	0.6321	0.4098	0.4963	0.7111	0.6109	0.9146	0.8902	0.6569	
0.1330	1.1357	1.0461	0.0489	0.4718	0.5790	1.0575	1.2758	0.2617	0.7443	0.9733	0.4198	0.8891	0.4237	0.3823	0.2547	0.5253	1.1091	1.0310	0.8862	
0.2979	1.4979	1.4095	0.2555	0.8467	1.1234	1.4733	1.6779	0.5357	1.0590	1.3975	0.5922	1.1852	0.6022	0.7151	0.4671	0.9699	1.5079	1.1357	1.1421	
0.3460	1.0390	1.0059	0.3965	0.8378	1.1839	1.1056	1.1579	0.5859	0.8181	1.0947	0.4534	0.8322	0.4656	0.7337	0.4753	0.9846	1.0928	0.5321	0.7583	
0.2631	1.3906	1.1110	0.2850	0.5950	0.8396	1.1628	1.5397	0.3909	0.8252	1.1436	0.5036	0.9576	0.5052	0.5656	0.4901	0.7501	1.2455	1.0604	0.9465	
0.1128	0.4267	0.5462	0.0677	0.4106	0.5187	0.5770	0.4900	0.2569	0.4254	0.5244	0.2073	0.4408	0.2163	0.3053	0.1128	0.4249	0.5459	0.2853	0.4020	
0.1798	0.4716	0.3152	0.2675	0.2961	0.4802	0.3679	0.5106	0.2367	0.2726	0.4111	0.1811	0.2731	0.1822	0.3154	0.2937	0.4077	0.3913	0.1858	0.2509	
0.2304	1.1799	1.3313	0.1162	0.8496	1.0602	1.3823	1.3431	0.5133	1.0024	1.2585	0.5133	1.0947	0.5290	0.6420	0.2825	0.8919	1.3571	0.9233	1.0339	
0.0882	0.3194	0.2436	0.1152	0.1718	0.2588	0.2664	0.3508	0.1249	0.1929	0.2751	0.1204	0.2094	0.1212	0.1705	0.1489	0.2237	0.2821	0.1910	0.2003	
0.1868	0.6117	0.3290	0.2988	0.2403	0.4286	0.3781	0.6575	0.2045	0.2715	0.4403	0.2055	0.2996	0.2026	0.3026	0.3562	0.3813	0.4377	0.3195	0.2945	
0.3960	1.4567	0.8570	0.6049	0.5556	0.9489	0.9555	1.5761	0.4485	0.6815	1.0651	0.4926	0.7708	0.4867	0.6694	0.7647	0.8500	1.0902	0.8587	0.7633	
0.5134	1.5301	1.1891	0.6936	0.9896	1.5071	1.3343	1.6770	0.7396	0.9815	1.4024	0.6054	1.0125	0.6129	0.9736	0.8110	1.2775	1.3851	0.7486	0.9398	
0.4258	1.3965	0.7535	0.6800	0.5493	0.9784	0.8655	1.5015	0.4669	0.6215	1.0063	0.4695	0.6859	0.4629	0.6905	0.8115	0.8704	1.0011	0.7310	0.6740	
0.1720	0.8903	0.9107	0.1178	0.5576	0.7156	0.9474	1.0045	0.3433	0.6833	0.8799	0.3665	0.7578	0.3749	0.4451	0.2452	0.6110	0.9514	0.6912	0.7244	
0.4250	1.3590	0.7181	0.6846	0.5389	0.9685	0.8312	1.4591	0.4631	0.5979	0.9763	0.4565	0.6557	0.4498	0.6835	0.8076	0.8602	0.9645	0.6902	0.6430	
0.4135	1.4641	1.2846	0.4839	0.9465	1.3537	1.3943	1.6236	0.6598	1.0177	1.3902	0.5907	1.0815	0.6008	0.8620	0.6324	1.1489	1.4243	0.8744	1.0157	
0.3668	1.3607	1.0363	0.4766	0.7161	1.0771	1.1297	1.4949	0.5184	0.8168	1.1642	0.5103	0.8918	0.5134	0.7116	0.6248	0.9333	1.1993	0.8302	0.8558	
0.4283	1.2932	0.5855	0.7253	0.4677	0.9041	0.7014	1.3776	0.4321	0.5042	0.8758	0.4194	0.5509	0.4102	0.6513	0.8318	0.8084	0.8468	0.6033	0.5443	
0.2028	1.2560	1.3857	0.0649	0.8083	0.9858	1.4227	1.4293	0.4709	1.0240	1.2847	0.5284	1.1456	0.5427	0.6020	0.2629	0.8401	1.4127	1.0587	1.0971	
0.3287	1.0384	0.4713	0.5570	0.3519	0.6855	0.5584	1.1072	0.3255	0.3990	0.6927	0.3331	0.4444	0.3252	0.4987	0.6499	0.6178	0.6781	0.5126	0.4433	
0.2696	1.3077	0.7747	0.3998	0.3640	0.6217	0.8293	1.4207	0.2806	0.5779	0.8955	0.4209	0.7023	0.4132	0.4632	0.5849	0.5850	0.9674	0.9305	0.7198	
0.2708	1.0280	0.9241	0.2999	0.6519	0.9159	0.9936	1.1432	0.4448	0.7229	0.9775	0.4145	0.7769	0.4218	0.5821	0.4133	0.7792	1.0135	0.6521	0.7336	
0.4711	1.2814	0.6002	0.7884	0.5564	1.0403	0.7338	1.3641	0.5046	0.5357	0.9175	0.4322	0.5570	0.4252	0.7291	0.8711	0.9120	0.8629	0.5132	0.5344	
0.4354	1.5580	0.6667	0.7549	0.3995	0.8364	0.7742	1.6610	0.3869	0.5419	0.9664	0.4758	0.6417	0.4609	0.6386	0.9228	0.7799	0.9759	0.8725	0.6620	
0.3513	0.9790	0.9458	0.4160	0.8288	1.1829	1.0496	1.0892	0.5878	0.7805	1.0490	0.4334	0.7807	0.4456	0.7317	0.4779	0.9799	1.0326	0.4542	0.7040	
0.3363	0.9214	0.5208	0.5314	0.4726	0.8168	0.6168	0.9895	0.3986	0.4528	0.7228	0.3294	0.4656	0.3276	0.5549	0.5910	0.7058	0.6887	0.3819	0.4387	
0.1804	1.2427	1.3941	0.0227	0.7868	0.9396	1.4231	1.4177	0.4469	1.0220	1.2727	0.5225	1.1518	0.5369	0.5717	0.2283	0.8028	1.4119	1.0872	1.1068	
0.3033	1.1993	0.8824	0.3982	0.5721	0.8685	0.9564	1.3159	0.4143	0.6871	0.9885	0.4379	0.7650	0.4388	0.5826	0.5388	0.7612	1.0296	0.7658	0.7429	
0.3043	1.2707	0.8404	0.4272	0.4974	0.7937	0.9110	1.3862	0.3725	0.6477	0.9657	0.4390	0.7430	0.4360	0.5529	0.5855	0.7120	1.0150	0.8340	0.7366	
0.2846	0.8342	1.0179	0.2553	0.8640	1.1468	1.1029	0.9494	0.5729	0.8217	1.0370	0.4113	0.8206	0.4290	0.6817	0.3129	0.9350	1.0405	0.4345	0.7326	
0.5025	1.5203	1.1463	0.6892	0.9408	1.4471	1.2872	1.6634	0.7084	0.9448	1.3621	0.5920	0.9810	0.5979	0.9415	0.8099	1.2315	1.3478	0.7545	0.9154	
0.0888	0.5189	0.5040	0.0593	0.2835	0.3632	0.5206	0.5837	0.1717	0.3726	0.4848	0.2048	0.4231	0.2084	0.2304	0.1394	0.3154	0.5319	0.4216	0.4103	
0.3647	1.0293	0.9850	0.4330	0.8557	1.2230	1.0922	1.1446	0.6071	0.8113	1.0925	0.4524	0.8143	0.4648	0.7581	0.5006	1.0146	1.0776	0.4853	0.7363	
0.0731	0.5964	0.5980	0.0139	0.2948	0.3541	0.6058	0.6745	0.1636	0.4298	0.5490	0.2319	0.5021	0.2358	0.2249	0.1198	0.3129	0.6205	0.5400	0.4934	
0.4453	1.4745	1.2878	0.5370	0.9951	1.4373	1.4097	1.6326	0.7038	1.0332	1.4175	0.6012	1.0827	0.6121	0.9129	0.6725	1.2145	1.4350	0.8264	1.0089	
0.3798	1.1632	1.1072	0.4383	0.9095	1.2889	1.2156	1.2950	0.6367	0.8980	1.2061	0.5015	0.9184	0.5143	0.8019	0.5303	1.0747	1.2075	0.6078	0.8403	
0.2726	0.8386	0.6726	0.3584	0.5461	0.8198	0.7489	0.9216	0.4019	0.5501	0.7772	0.3340	0.5708	0.3386	0.5275	0.4268	0.6946	0.7736	0.4285	0.5308	
0.4170	1.2100	0.7775	0.6242	0.6609	1.0844	0.8949	1.3099	0.5291	0.6557	0.9988	0.4464	0.6814	0.4467	0.7248	0.7135	0.9328	0.9720	0.5561	0.6413	
0.2243	0.7105	0.9974	0.1415	0.8182	1.0374	1.0639	0.8221	0.5192	0.7922	0.9645	0.3738	0.7951	0.3931	0.6016	0.1980	0.8387	0.9832	0.4160	0.7089	
0.1377	0.5760	0.5616	0.1294	0.3799	0.5117	0.5955	0.6457	0.2481	0.4325	0.5690	0.2380	0.4683	0.2433	0.3202	0.1993	0.4339	0.5991	0.3957	0.4425	
0.4963	1.4003	1.1607	0.6527	1.0106	1.5126	1.3047	1.5400	0.7470	0.9657	1.3559	0.5766	0.9773	0.5869	0.9621	0.7464	1.2696	1.3281	0.6430	0.8939	
0.4441	1.3460	0.5546	0.7715	0.4371	0.8901	0.6741	1.4287	0.4232	0.4819	0.8704	0.4242	0.5337	0.4126	0.6539	0.8838	0.8040	0.8389	0.6258	0.5343	
0.1797	0.4701	0.4213	0.2294	0.3876	0.5703	0.4752	0.5192	0.2837	0.3544	0.4881	0.2039	0.3502	0.2089	0.3565	0.2542	0.4734	0.4726	0.1946	0.3143	
