25	15
2.5690	1.4625	1.0003	1.1936	1.3794	1.2711	1.5557	1.0201	1.7429	1.5251	1.4220	2.1756	1.0175	1.5995	2.3660	
2.6062	1.1935	1.2040	0.8965	0.7499	1.0027	1.2232	1.3968	1.6166	1.8631	1.8139	1.3693	1.4062	1.5917	2.1522	
3.6032	1.7504	1.5092	1.3606	1.3531	1.5923	1.9478	1.6662	2.2877	2.3232	2.3716	2.3266	1.7560	2.3494	3.1122	
2.7677	1.2588	1.1961	1.0218	0.9314	1.0814	1.4634	1.3926	1.7874	1.8917	1.9234	1.6112	1.3864	1.7723	2.3152	
2.2836	1.1499	0.9804	0.9669	0.9615	0.9174	1.2511	1.0712	1.8239	1.5156	1.1148	1.6677	0.8142	1.2669	1.8744	
2.3634	1.0289	0.8824	1.0298	1.0424	0.8515	1.5676	1.1314	1.4175	1.5567	2.0197	1.5057	1.1956	1.7250	2.0936	
2.7048	1.4603	0.9693	1.2507	1.4719	1.3484	1.7828	0.9929	1.8725	1.5151	1.5693	2.3199	1.0216	1.8325	2.4849	
2.9569	1.4263	1.3357	1.1020	1.0035	1.1852	1.4554	1.4868	2.1042	2.0377	1.6983	1.8330	1.3302	1.7039	2.4193	
2.3909	1.0239	1.0179	0.9314	0.8265	0.8029	1.3444	1.2846	1.4450	1.7106	1.9549	1.2886	1.2919	1.5911	2.0188	
2.9265	1.6771	1.3023	1.1604	1.2418	1.4790	1.4099	1.3186	1.7505	1.8764	1.6747	2.1104	1.4495	1.7197	2.6544	
1.6457	1.0012	0.7541	0.7917	0.8487	0.7234	0.8291	0.7745	1.2927	1.1180	0.6432	1.3875	0.5585	0.7518	1.4321	
2.4038	1.1025	1.0422	0.9840	0.9043	0.8389	1.3242	1.2237	1.8583	1.6785	1.4066	1.5492	0.9594	1.3866	1.9298	
2.0272	0.9817	0.8843	0.5787	0.5479	1.0671	0.9252	0.8920	1.1226	1.2402	1.3133	1.1522	1.1457	1.3978	1.7517	
1.8714	0.7422	0.7774	0.4285	0.3369	0.9409	0.9028	0.7939	1.2082	1.0981	1.1646	0.9377	0.9699	1.3872	1.4841	
2.9078	1.3832	1.1042	1.2153	1.2880	1.2536	1.8206	1.2720	1.8153	1.8033	2.1231	2.0183	1.3776	2.0508	2.5899	
2.3416	1.2510	0.9548	0.7292	0.8230	1.4098	1.1562	0.8883	1.1509	1.2959	1.5363	1.5579	1.3432	1.7096	2.1746	
2.3931	1.2889	1.0180	0.8777	0.9380	1.2365	1.2064	1.0618	1.1918	1.4937	1.7091	1.5676	1.3806	1.6189	2.2226	
1.9618	0.9774	0.5854	0.6196	0.8440	1.3683	1.3007	0.4209	1.1698	0.7545	1.1252	1.6252	0.8543	1.7217	1.8383	
2.0428	1.0651	0.8135	1.0855	1.1526	0.6802	1.3421	1.0295	1.3531	1.4355	1.5260	1.5640	0.8859	1.2320	1.8590	
2.4084	1.1570	0.9327	0.7700	0.8291	1.3172	1.3214	0.9136	1.4409	1.3320	1.5212	1.5979	1.2023	1.7815	2.1199	
2.3970	1.2134	1.1070	1.1763	1.1009	0.6593	1.3118	1.4185	1.6032	1.8919	1.7559	1.5328	1.1441	1.2479	2.0588	
2.3601	1.3169	1.2105	0.8929	0.7961	0.9809	0.8984	1.3084	1.5239	1.7644	1.2681	1.4371	1.2009	1.1215	1.9922	
2.3728	1.2708	1.0759	1.0663	1.0555	0.8968	1.2334	1.2479	1.5433	1.7104	1.5344	1.6187	1.1262	1.2985	2.0797	
1.8160	0.9622	0.7096	0.7229	0.8122	0.9400	1.0452	0.7098	1.1732	1.0485	1.0571	1.3854	0.8007	1.2179	1.6348	
1.8565	1.0586	0.8884	0.7099	0.7045	0.8729	0.7938	0.9558	0.9331	1.3033	1.2690	1.1555	1.1024	1.0656	1.7012	
