25	3
0.9566	0.4852	0.0258	
0.3397	0.2622	0.8465	
0.9600	0.6831	0.0149	
0.3431	0.9112	0.5504	
0.0634	0.5705	0.1197	
0.6125	0.2653	0.5879	
0.5556	0.9285	0.6222	
0.9065	0.0642	0.7470	
0.2012	0.6263	0.3099	
0.7877	0.9483	0.9165	
0.3477	0.5164	0.7823	
0.9722	0.9567	0.1010	
0.8361	0.2720	0.2811	
0.7118	0.5270	0.9075	
0.2149	0.9112	0.1111	
0.0154	0.2147	0.7898	
0.2100	0.8268	0.1023	
0.5365	0.1383	0.7679	
0.1085	0.4378	0.6621	
0.8538	0.8753	0.7731	
0.9109	0.7043	0.9320	
0.3337	0.4970	0.1769	
0.4691	0.6096	0.0204	
0.0029	0.0778	0.8336	
0.3109	0.2414	0.4732	
