40	5
0.3556	0.2457	0.8941	0.1626	0.3607	
0.1526	0.5075	0.6875	0.7730	0.7196	
0.0845	0.1470	0.6600	0.7715	0.3356	
0.7388	0.1297	0.7747	0.8546	0.4780	
0.8374	0.6607	0.8085	0.5427	0.2238	
0.3675	0.0732	0.3180	0.5943	0.4244	
0.1270	0.2016	0.0095	0.2631	0.6218	
0.0733	0.8507	0.9142	0.4957	0.0913	
0.8922	0.5958	0.0975	0.9914	0.1492	
0.2348	0.6773	0.8643	0.1346	0.1495	
0.7672	0.9650	0.9578	0.3307	0.0888	
0.4871	0.8054	0.8650	0.0151	0.6780	
0.7964	0.7511	0.6739	0.8104	0.5529	
0.3086	0.7984	0.5562	0.7276	0.8059	
0.5086	0.2739	0.4514	0.8010	0.4000	
0.8071	0.4129	0.3299	0.4002	0.5739	
0.7503	0.2734	0.0879	0.8194	0.2717	
0.8618	0.2149	0.3316	0.6922	0.6065	
0.5533	0.2846	0.8480	0.9153	0.9131	
0.7956	0.6845	0.0816	0.6415	0.5718	
0.9499	0.4348	0.1399	0.6613	0.9852	
0.7458	0.5598	0.2873	0.0135	0.0181	
0.0620	0.2007	0.8280	0.8636	0.4608	
0.1904	0.6099	0.5548	0.1881	0.5039	
0.7465	0.7887	0.3204	0.2647	0.7142	
0.1092	0.0614	0.7797	0.1812	0.6906	
0.9767	0.9890	0.8774	0.5397	0.9927	
0.7733	0.6215	0.5708	0.5186	0.2688	
0.9943	0.9744	0.5595	0.7009	0.5511	
0.3173	0.8547	0.7107	0.7846	0.0591	
0.7340	0.0393	0.3321	0.2555	0.2515	
0.8155	0.4455	0.9377	0.9151	0.5382	
0.4154	0.3232	0.1175	0.3276	0.4877	
0.4466	0.1550	0.7942	0.1766	0.3044	
0.5762	0.8740	0.3299	0.2289	0.1409	
0.7627	0.3521	0.1146	0.1395	0.3421	
0.6189	0.3998	0.5495	0.5747	0.8390	
0.3148	0.9111	0.6507	0.6422	0.6300	
0.8016	0.3982	0.6131	0.2490	0.2460	
0.7632	0.4749	0.7519	0.5902	0.4785	
