35	30
0.4235	0.1369	0.3848	0.6683	0.3912	0.6193	0.5389	0.4605	0.4638	0.8261	0.7610	0.5325	0.5350	0.6036	1.1205	0.7421	0.6753	0.5792	0.1864	0.5396	0.5505	0.4457	0.5587	0.9382	1.0363	0.7833	0.4130	0.6219	1.1299	0.5948	
1.0616	0.9963	1.4462	1.2769	1.0251	1.6057	1.2513	0.9661	1.5165	2.1526	1.3362	0.8822	1.3092	1.0036	2.0213	1.5079	0.5700	1.0696	0.3940	1.0445	1.6554	1.0887	1.3270	0.9649	1.1966	1.1009	1.2247	0.9336	1.9823	0.8750	
0.5745	0.3948	0.8052	0.9137	0.4358	0.9280	0.9097	0.4578	1.0189	1.1896	0.7701	0.7430	0.8384	0.4787	1.4043	0.7716	0.4144	0.9077	0.2075	0.6247	1.0795	0.5688	0.7238	0.9323	0.9863	0.6660	0.5237	0.8335	1.4316	0.6911	
1.0066	0.8668	1.3795	1.3578	0.9783	1.6185	1.2844	0.9255	1.5355	2.0806	1.2950	1.0391	1.3009	1.0023	2.1223	1.4117	0.6574	1.1568	0.3951	1.0600	1.6488	1.0529	1.3158	1.2130	1.3970	1.1327	1.1742	1.0799	2.1090	1.0149	
0.6604	0.5513	0.9121	1.0159	0.8276	1.2723	0.8134	0.7210	1.0373	1.4526	0.8532	0.9141	0.8523	0.8871	1.5624	0.9237	0.6074	0.7232	0.3304	0.8153	1.0740	0.7810	1.0279	1.0909	1.2022	0.8910	1.0087	0.8249	1.5564	0.9079	
0.6173	0.5798	1.0103	1.1894	1.0409	1.6065	0.8179	0.7832	1.2352	1.5479	0.6742	1.2920	0.8620	1.0527	1.7232	0.7360	0.6291	0.7013	0.4098	0.9218	1.1735	0.8678	1.2317	1.3947	1.4366	0.8954	1.3299	0.9949	1.7336	1.2300	
0.8444	0.7958	1.2398	1.3420	1.2576	1.8340	0.9742	1.0125	1.3867	1.9522	1.0078	1.3044	1.0714	1.2916	2.0202	1.1325	0.7771	0.8027	0.4820	1.1094	1.3870	1.0845	1.4639	1.4434	1.5817	1.1529	1.5631	1.0462	2.0015	1.2872	
0.7479	0.5999	1.1638	1.2828	0.7275	1.4394	1.1937	0.6499	1.4817	1.6577	0.8957	1.1644	1.1166	0.7212	1.9043	0.9152	0.4976	1.1489	0.3223	0.8791	1.5034	0.8169	1.0882	1.3087	1.3487	0.8442	0.9188	1.1482	1.9414	1.0590	
0.2883	0.3032	0.6124	0.7425	0.5746	0.9994	0.5090	0.3736	0.8415	0.8412	0.2151	0.9075	0.4931	0.5269	1.0052	0.2218	0.2618	0.4537	0.2338	0.5099	0.7483	0.4646	0.7111	0.8958	0.8489	0.3964	0.7770	0.6694	1.0343	0.8109	
0.8152	0.6158	1.1098	1.0976	0.4938	1.0925	1.2222	0.5772	1.3208	1.5925	1.0889	0.7385	1.1362	0.5093	1.7275	1.1283	0.4162	1.1938	0.2327	0.7593	1.4510	0.7323	0.8729	0.9185	1.0350	0.8060	0.5729	0.9547	1.7451	0.6820	
