40	3
0.9199	0.9575	0.8285	
0.2155	0.8051	0.5230	
0.1359	0.4180	0.1227	
0.4419	0.6029	0.0923	
0.2221	0.5231	0.6730	
0.2361	0.6083	0.7104	
0.2754	0.1756	0.9809	
0.1381	0.5181	0.9623	
0.1764	0.4968	0.4021	
0.3723	0.8462	0.1869	
0.9867	0.5728	0.3894	
0.8589	0.1760	0.8851	
0.7340	0.1297	0.5952	
0.5898	0.6573	0.6282	
0.2388	0.2131	0.9607	
0.2424	0.4454	0.2398	
0.0189	0.7452	0.3180	
0.8163	0.6655	0.2862	
0.7129	0.2994	0.9180	
0.7749	0.7726	0.8085	
0.2957	0.3554	0.9775	
0.7983	0.0901	0.1731	
0.5086	0.7272	0.8052	
0.1179	0.7165	0.3644	
0.8762	0.0811	0.5619	
0.2054	0.7365	0.2884	
0.2919	0.0837	0.7187	
0.2908	0.8917	0.3285	
0.8754	0.8881	0.6770	
0.1610	0.5693	0.8335	
0.7228	0.8470	0.0425	
0.8056	0.1266	0.9642	
0.7418	0.2047	0.1322	
0.7921	0.0495	0.1369	
0.6978	0.6924	0.6524	
0.7784	0.2933	0.3301	
0.3652	0.7478	0.9776	
0.9097	0.5347	0.6633	
0.5532	0.3279	0.9156	
0.8564	0.9210	0.1442	
