40	3
0.3761	0.4792	0.3189	
0.4166	0.4382	0.4002	
0.6197	0.2552	0.8776	
0.6635	0.1411	0.9532	
0.6355	0.2662	0.0044	
0.3402	0.3485	0.6014	
0.7448	0.2525	0.7856	
0.6955	0.0177	0.6385	
0.5866	0.4507	0.1170	
0.8827	0.9046	0.7105	
0.9572	0.6571	0.0977	
0.8601	0.1434	0.5848	
0.3204	0.2585	0.8476	
0.6636	0.7913	0.2307	
0.9056	0.7274	0.1960	
0.6854	0.8231	0.0378	
0.9991	0.9363	0.8275	
0.4994	0.1912	0.0283	
0.2729	0.5269	0.3672	
0.6934	0.2806	0.1748	
0.9950	0.4084	0.5041	
0.2104	0.2399	0.4960	
0.4157	0.3576	0.8649	
0.1620	0.1643	0.5711	
0.2497	0.0025	0.1710	
0.3937	0.4067	0.9084	
0.3402	0.2796	0.6636	
0.9285	0.1773	0.5027	
0.4527	0.5857	0.8221	
0.5266	0.7215	0.2877	
0.5012	0.7213	0.8810	
0.8103	0.5086	0.5314	
0.8048	0.3259	0.0926	
0.1178	0.4548	0.4835	
0.6184	0.2969	0.3218	
0.7727	0.6830	0.5431	
0.2848	0.9247	0.9567	
0.2691	0.2917	0.3675	
0.4661	0.4760	0.0265	
0.3713	0.3915	0.7395	
