45	3
0.5185	0.9666	0.6109	
0.7203	0.5148	0.8061	
0.9114	0.9411	0.0340	
0.3238	0.2310	0.6185	
0.2250	0.5591	0.3614	
0.1161	0.0840	0.1405	
0.3242	0.8245	0.1284	
0.0406	0.1754	0.0360	
0.3298	0.5635	0.4019	
0.1087	0.8135	0.9732	
0.5850	0.9490	0.8901	
0.8861	0.6496	0.6000	
0.8986	0.1986	0.3972	
0.5354	0.0825	0.0188	
0.7552	0.3666	0.7722	
0.4167	0.9844	0.6947	
0.0241	0.2802	0.0401	
0.2002	0.2275	0.7342	
0.2266	0.1359	0.8113	
0.5582	0.9017	0.0648	
0.0771	0.4309	0.4866	
0.4198	0.5611	0.9936	
0.5776	0.0144	0.3897	
0.8410	0.4774	0.7017	
0.6744	0.8340	0.2148	
0.8111	0.0579	0.4994	
0.0759	0.3205	0.0556	
0.5711	0.3858	0.0355	
0.1059	0.7268	0.4893	
0.7155	0.9673	0.2948	
0.3176	0.9702	0.0648	
0.6886	0.6265	0.7002	
0.8766	0.8516	0.3156	
0.0032	0.2888	0.7829	
0.4294	0.3774	0.1807	
0.3389	0.2303	0.0244	
0.7857	0.9839	0.7764	
0.7711	0.0073	0.4129	
0.6584	0.6934	0.4806	
0.3906	0.3792	0.2468	
0.2379	0.7139	0.3728	
0.1226	0.1277	0.8405	
0.2094	0.0776	0.8804	
0.6222	0.5682	0.2421	
0.5924	0.8953	0.6968	
