35	10
0.4081	0.2478	0.1565	0.4987	0.4135	0.4235	0.3778	0.3942	0.1637	0.2217	
1.0180	0.6448	0.3187	1.1278	1.1393	1.2990	0.6486	1.1746	0.4727	0.6061	
1.0838	0.3140	0.5258	0.5424	1.1739	0.5317	0.8897	1.1619	0.3062	0.4236	
1.4142	0.6144	0.6690	1.4073	1.5474	1.0804	1.2809	1.3959	0.6091	0.7867	
1.6563	0.6414	0.7052	0.9677	1.6966	1.0542	1.3664	1.7692	0.3959	0.5903	
0.4920	0.3415	0.1980	0.8576	0.5892	0.6894	0.4081	0.4854	0.3609	0.4326	
0.9374	0.6552	0.3078	1.3219	1.0469	1.2867	0.6923	1.0031	0.5148	0.6478	
1.4393	0.5299	0.6858	1.1108	1.5925	0.9531	1.2095	1.4997	0.5480	0.7156	
1.2883	0.6497	0.5761	1.4720	1.3954	1.1502	1.1780	1.2542	0.5893	0.7598	
1.6190	0.7174	0.6766	1.2602	1.7037	1.2537	1.3287	1.7127	0.5185	0.7165	
1.0115	0.5298	0.4034	0.9899	1.0318	0.8998	0.8924	1.0196	0.3457	0.4797	
1.1473	0.7863	0.4084	1.6893	1.2846	1.5248	0.9120	1.1813	0.6579	0.8223	
1.0964	0.6004	0.3732	1.0534	1.3262	1.3349	0.5721	1.3506	0.5668	0.6962	
1.1442	0.6225	0.4476	1.2456	1.2790	1.2046	0.8720	1.2285	0.5363	0.6837	
1.6206	0.6848	0.7631	1.5253	1.7703	1.2045	1.4448	1.6200	0.6701	0.8708	
0.6774	0.4287	0.2752	1.0175	0.7819	0.8388	0.5669	0.6765	0.4222	0.5174	
0.5746	0.2896	0.1773	0.3190	0.5953	0.5478	0.3506	0.6947	0.1297	0.1974	
0.6899	0.4272	0.2764	0.9654	0.7658	0.8033	0.5957	0.6829	0.3792	0.4761	
1.6513	0.7209	0.6582	1.2129	1.8785	1.4635	1.0918	1.9136	0.6442	0.8329	
0.9904	0.3058	0.4971	0.6244	1.0615	0.4899	0.8868	1.0068	0.3072	0.4197	
0.8543	0.5562	0.2509	0.9825	1.0254	1.2168	0.4307	1.0532	0.4734	0.5815	
1.1859	0.4833	0.4484	0.5871	1.2616	0.9035	0.7959	1.3888	0.2922	0.4250	
0.9772	0.5707	0.3869	1.1828	1.0266	1.0101	0.8716	0.9638	0.4267	0.5620	
0.9200	0.4185	0.3558	0.6577	0.9919	0.7855	0.6614	1.0361	0.2978	0.4069	
1.3509	0.4654	0.6353	0.8664	1.4582	0.8014	1.1291	1.4243	0.4273	0.5813	
1.5116	0.8092	0.5618	1.4862	1.7004	1.6077	1.0504	1.6978	0.6702	0.8590	
0.5089	0.2679	0.1388	0.2443	0.5160	0.5067	0.2868	0.6336	0.0904	0.1503	
1.5822	0.7990	0.6446	1.5558	1.7071	1.4607	1.2920	1.6562	0.6374	0.8395	
0.7152	0.4132	0.2701	0.8081	0.7678	0.7635	0.5799	0.7454	0.3107	0.4066	
0.8046	0.5300	0.3458	1.3133	0.8571	0.9264	0.8281	0.7010	0.4624	0.5845	
0.8327	0.4681	0.3172	0.8866	0.8684	0.8324	0.7015	0.8555	0.3215	0.4332	
1.5712	0.8578	0.6117	1.6837	1.7168	1.6127	1.2405	1.6629	0.6892	0.8939	
1.2503	0.5959	0.4962	1.1179	1.4572	1.2395	0.8236	1.4371	0.5781	0.7255	
0.8142	0.3763	0.3244	0.6918	0.9522	0.7899	0.5251	0.9451	0.3698	0.4642	
0.5496	0.2600	0.1911	0.3205	0.5576	0.4613	0.3906	0.6283	0.1197	0.1855	
