35	5
0.0703	0.5883	0.2460	0.7637	0.6838	
0.3061	0.3635	0.2661	0.7377	0.6414	
0.9368	0.1399	0.1321	0.6360	0.3159	
0.8569	0.1165	0.3442	0.2491	0.7321	
0.8908	0.9812	0.7544	0.7343	0.1576	
0.5886	0.5417	0.8892	0.3395	0.7601	
0.1626	0.0865	0.7104	0.3028	0.0919	
0.1760	0.2561	0.2465	0.1271	0.9677	
0.7476	0.2098	0.4514	0.0101	0.6090	
0.9453	0.3146	0.9312	0.9249	0.8950	
0.6580	0.9038	0.6157	0.9100	0.1941	
0.5438	0.5207	0.2583	0.3821	0.9881	
0.5977	0.1622	0.6311	0.7014	0.2413	
0.2346	0.1436	0.6955	0.6723	0.2234	
0.8198	0.0641	0.4037	0.1277	0.4020	
0.7885	0.8546	0.1935	0.2010	0.7809	
0.5891	0.9745	0.3071	0.9028	0.8392	
0.4363	0.9290	0.6930	0.8918	0.4095	
0.5497	0.4095	0.6304	0.3777	0.4024	
0.3530	0.9016	0.2498	0.2502	0.7718	
0.9958	0.4845	0.0434	0.6027	0.2491	
0.3650	0.4697	0.5315	0.6255	0.8657	
0.9662	0.1678	0.1762	0.0197	0.6822	
0.0247	0.0829	0.5219	0.8197	0.9774	
0.7778	0.6332	0.8713	0.5179	0.1855	
0.4402	0.3110	0.6136	0.9094	0.2162	
0.6305	0.4664	0.2714	0.1186	0.3129	
0.3140	0.2111	0.8545	0.9461	0.7520	
0.9218	0.0014	0.1575	0.9270	0.3677	
0.2233	0.7976	0.2594	0.0948	0.6045	
0.3745	0.3680	0.6706	0.4153	0.3834	
0.3081	0.0151	0.2260	0.3229	0.5505	
0.0378	0.7150	0.8260	0.8463	0.3854	
0.6052	0.2186	0.3241	0.9480	0.6654	
0.8359	0.6887	0.4884	0.7292	0.0147	
