30	3
0.3564	0.9127	0.8506	
0.0544	0.6355	0.0373	
0.9141	0.7801	0.6808	
0.7050	0.5672	0.5711	
0.4381	0.1918	0.6902	
0.9681	0.9062	0.8956	
0.7238	0.5149	0.2669	
0.6568	0.9990	0.0686	
0.5148	0.3773	0.3136	
0.8771	0.2061	0.7892	
0.0602	0.7299	0.4983	
0.4715	0.3134	0.4370	
0.3110	0.1176	0.1684	
0.1947	0.8886	0.2646	
0.1510	0.6931	0.6839	
0.9014	0.9399	0.8166	
0.0707	0.4172	0.7055	
0.9584	0.8158	0.5765	
0.6999	0.8048	0.9941	
0.0120	0.3604	0.4612	
0.0049	0.9138	0.4934	
0.8533	0.2883	0.2740	
0.4673	0.1650	0.6551	
0.8367	0.4559	0.4071	
0.2206	0.2428	0.3000	
0.8060	0.0019	0.6054	
0.2486	0.6153	0.7912	
0.9983	0.6612	0.9709	
0.9379	0.6603	0.7734	
0.5540	0.6805	0.6000	
