25	4
0.1372	0.7767	0.2096	0.7782	
0.1889	0.4300	0.5304	0.6180	
0.9566	0.6211	0.8433	0.5021	
0.2966	0.2791	0.2153	0.4854	
0.2372	0.4780	0.7167	0.1101	
0.6602	0.3147	0.8627	0.9165	
0.0043	0.8272	0.4713	0.4326	
0.0782	0.7432	0.4605	0.4270	
0.3096	0.1443	0.9425	0.0293	
0.2240	0.0683	0.6283	0.5104	
0.6953	0.5321	0.8064	0.9637	
0.7002	0.7440	0.4015	0.2754	
0.8518	0.8357	0.3214	0.7434	
0.5591	0.7207	0.3788	0.1168	
0.5703	0.8876	0.7190	0.7693	
0.5309	0.1629	0.1931	0.7657	
0.8589	0.2012	0.4900	0.5408	
0.4463	0.8820	0.1208	0.1693	
0.3834	0.4620	0.1399	0.9301	
0.5954	0.1870	0.9472	0.2082	
0.3050	0.7249	0.6309	0.0198	
0.1011	0.8836	0.4387	0.6016	
0.3719	0.7980	0.7078	0.6074	
0.2222	0.8430	0.5296	0.4689	
0.6432	0.5380	0.6524	0.5963	
