40	5
0.0422	0.8851	0.5349	0.5865	0.8364	
0.0913	0.7070	0.3848	0.8830	0.5945	
0.3184	0.6434	0.3752	0.7912	0.3948	
0.9954	0.2565	0.9729	0.5123	0.6182	
0.6184	0.7035	0.7131	0.5499	0.6772	
0.7558	0.7356	0.3459	0.6395	0.0173	
0.2761	0.7638	0.2438	0.3311	0.7389	
0.5340	0.3948	0.7557	0.3288	0.0547	
0.0226	0.0623	0.8849	0.1484	0.2433	
0.8235	0.7003	0.3466	0.7271	0.7291	
0.2410	0.3956	0.0734	0.3691	0.4362	
0.6521	0.8356	0.5528	0.6064	0.0015	
0.6289	0.2442	0.4167	0.0068	0.2195	
0.1597	0.9612	0.2245	0.1389	0.3881	
0.7571	0.9067	0.4782	0.9643	0.7244	
0.3318	0.3187	0.4993	0.7205	0.7671	
0.2363	0.7672	0.6029	0.9153	0.2407	
0.7108	0.7554	0.2858	0.7279	0.0355	
0.3273	0.5965	0.5396	0.4977	0.9523	
0.5151	0.1427	0.5195	0.6373	0.5305	
0.4321	0.0469	0.4782	0.4847	0.1604	
0.7988	0.8630	0.5810	0.4116	0.3628	
0.5429	0.5925	0.3908	0.2738	0.2776	
0.9178	0.0797	0.9206	0.8847	0.5807	
0.1393	0.2471	0.6764	0.9052	0.6409	
0.9015	0.8470	0.2915	0.4577	0.1189	
0.2763	0.0723	0.9636	0.4195	0.0313	
0.9437	0.8146	0.0164	0.5516	0.4808	
0.0650	0.8843	0.2221	0.7904	0.1541	
0.5510	0.3702	0.8287	0.0587	0.9266	
0.0121	0.8003	0.7788	0.4658	0.4122	
0.1400	0.8107	0.3027	0.7745	0.4038	
0.8560	0.1786	0.8649	0.7042	0.1532	
0.6387	0.6943	0.9273	0.6763	0.8751	
0.8299	0.6610	0.7515	0.7756	0.8773	
0.6991	0.9901	0.4423	0.4547	0.0928	
0.1398	0.3835	0.5426	0.2258	0.3326	
0.6689	0.7305	0.8751	0.9363	0.6935	
0.4667	0.0762	0.9775	0.6228	0.1709	
0.9259	0.0746	0.5955	0.7333	0.3459	
