50	25
1.2755	0.7715	1.5099	1.2536	0.6283	0.6245	1.0207	1.1367	0.5998	1.2703	0.6001	1.1699	1.3541	1.7066	1.0277	1.3678	1.5285	1.0785	1.7712	0.4520	1.1155	0.4602	1.1520	1.1968	1.0566	
1.0620	0.7262	0.7205	1.1056	0.9559	0.7552	0.9108	0.8262	0.4049	1.1318	0.8555	0.8634	0.5658	1.1456	0.9076	1.3033	0.7294	0.8952	1.6476	0.8066	0.7971	0.7623	0.8108	0.9404	0.4998	
1.2714	0.9389	1.1959	1.2548	1.0495	0.8475	0.9067	1.2753	0.6088	1.3313	0.8027	1.2083	0.8984	1.6532	0.9236	1.5485	1.3007	1.0228	1.8504	0.8059	1.2075	0.6704	1.0965	1.2248	0.9398	
1.3875	0.8903	1.2358	1.5725	0.7372	0.7702	1.1543	0.7241	0.7878	1.4228	1.0329	1.1216	1.2801	1.5922	1.0925	1.9309	0.7538	1.2250	1.8153	0.6982	1.1321	0.8552	1.6068	0.9192	1.1267	
1.9582	1.3741	1.7668	1.9356	1.4837	1.2698	1.4136	1.7317	0.9811	1.9936	1.2370	1.7622	1.4468	2.4371	1.4938	2.3778	1.7531	1.5712	2.7656	1.2050	1.7846	1.0700	1.7413	1.7073	1.4332	
2.1056	1.4248	1.8351	2.0704	1.6600	1.3724	1.6450	1.8798	0.9079	2.1657	1.3621	1.8469	1.4702	2.5404	1.7129	2.4241	1.9568	1.7173	3.1196	1.3318	1.7793	1.1891	1.6650	1.9421	1.3172	
1.8103	0.9900	1.2158	1.4757	1.2773	1.2108	1.2804	1.2580	0.8239	1.5677	0.9352	1.2890	1.1574	1.8393	1.7930	1.6371	1.2203	1.2843	2.5178	1.2198	1.3400	1.0637	1.0659	1.2570	0.8445	
1.5955	1.1312	1.4815	1.4748	1.0338	1.0214	0.8771	1.3129	1.0661	1.4825	0.8312	1.4395	1.3219	2.0449	1.1332	1.9833	1.2415	1.1614	1.9458	0.9173	1.6524	0.7775	1.6379	1.1018	1.4817	
1.5741	1.0866	1.2474	1.6516	1.1938	1.0368	1.2274	1.1483	0.7853	1.6269	1.1620	1.3240	1.0952	1.8120	1.2443	2.0416	1.0530	1.3085	2.2265	1.0340	1.3260	1.0141	1.4849	1.2425	1.0621	
1.4675	0.9203	1.2175	1.3224	0.8855	0.9205	0.9082	1.0058	0.9008	1.3099	0.7701	1.1804	1.1860	1.6987	1.2131	1.6719	0.9590	1.0697	1.8255	0.8520	1.3312	0.7801	1.3480	0.9197	1.1452	
1.3205	0.7472	1.2166	1.1415	0.6279	0.7435	0.8318	0.8757	0.8061	1.1253	0.5614	1.0401	1.2391	1.5472	1.1500	1.3653	0.9877	0.9571	1.6013	0.6270	1.1654	0.5940	1.1766	0.8130	1.0612	
1.5906	0.9480	1.2124	1.3985	0.8657	0.9952	0.9295	0.8897	1.0587	1.3402	0.8117	1.1902	1.3014	1.7408	1.3647	1.8050	0.7636	1.1176	1.8608	0.9288	1.4177	0.8834	1.5082	0.7883	1.2526	
1.7950	1.1142	1.3247	1.5076	1.1871	1.2049	1.0276	1.2430	1.1014	1.5373	0.9024	1.3928	1.2810	1.9951	1.5414	1.9309	1.0728	1.2288	2.2308	1.1665	1.6190	0.9990	1.4831	1.0664	1.2808	
1.1250	0.7197	0.8567	1.1709	0.8718	0.7303	0.9858	0.8162	0.4438	1.1736	0.8423	0.9007	0.7461	1.2290	0.9849	1.3389	0.8152	0.9606	1.6997	0.7430	0.8257	0.7431	0.8990	0.9642	0.5853	
